gisjoin,white,black,AAPI,Hisp,id
G24002107510041,577,52,41,0,24002107510041
G24002107510042,2064,356,143,519,24002107510042
G24002107512011,549,353,72,207,24002107512011
G24002107512012,1327,160,110,54,24002107512012
G24002107512013,1429,0,99,185,24002107512013
G24002107512021,1019,384,26,0,24002107512021
G24002107512022,1788,315,183,115,24002107512022
G24002107512023,694,34,226,247,24002107512023
G24002107512024,592,237,31,65,24002107512024
G24002107512031,832,11,0,70,24002107512031
G24002107512032,203,13,0,0,24002107512032
G24002107512033,851,37,0,8,24002107512033
G24002107513011,1039,0,0,18,24002107513011
G24002107513012,1937,54,41,105,24002107513012
G24002107513021,1472,26,99,106,24002107513021
G24002107513022,1483,16,6,0,24002107513022
G24002107516001,1176,0,0,55,24002107516001
G24002107516002,1484,83,0,115,24002107516002
G24002107517011,579,0,0,44,24002107517011
G24002107517012,945,28,0,52,24002107517012
G24002107517013,714,0,0,10,24002107517013
G24002107517021,1369,1,47,3,24002107517021
G24002107517022,1460,11,55,49,24002107517022
G24002107517023,778,0,78,19,24002107517023
G24002107518011,930,125,83,71,24002107518011
G24002107518012,911,11,27,0,24002107518012
G24002107518013,928,12,0,58,24002107518013
G24002107518014,1149,25,23,178,24002107518014
G24002107518021,1386,10,7,9,24002107518021
G24002107518022,1555,0,6,7,24002107518022
G24002107518023,702,1,0,10,24002107518023
G24002107519011,670,32,0,56,24002107519011
G24002107519012,1535,142,0,68,24002107519012
G24002107519013,1982,45,40,44,24002107519013
G24002107519021,1875,224,151,444,24002107519021
G24002107519022,1502,0,110,107,24002107519022
G24002107519023,1399,48,86,135,24002107519023
G24002107519031,979,0,101,0,24002107519031
G24002107519032,907,9,0,15,24002107519032
G24002107519033,869,293,53,0,24002107519033
G24002107519034,133,14,78,0,24002107519034
G24002107519035,1294,0,0,0,24002107519035
G24002107519036,1269,0,0,0,24002107519036
G24002107519041,1058,130,67,31,24002107519041
G24002107519042,1442,232,19,211,24002107519042
G24002107520011,1566,49,16,74,24002107520011
G24002107520012,1286,0,75,69,24002107520012
G24002107520013,1706,82,23,0,24002107520013
G24002107521011,1689,56,81,45,24002107521011
G24002107521012,1103,0,0,66,24002107521012
G24002107521021,1607,0,0,35,24002107521021
G24002107521022,1101,0,0,20,24002107521022
G24002107521023,110,0,0,0,24002107521023
G24002107521024,1149,0,0,36,24002107521024
G24002107522011,1104,64,21,23,24002107522011
G24002107522012,855,20,32,7,24002107522012
G24002107522021,975,174,139,180,24002107522021
G24002107522022,881,94,290,169,24002107522022
G24002107522023,482,78,374,30,24002107522023
G24002107522041,614,17,8,0,24002107522041
G24002107522042,1389,208,692,307,24002107522042
G24002107522043,622,325,223,17,24002107522043
G24002107522044,1913,96,394,178,24002107522044
G24002107523011,1605,308,78,443,24002107523011
G24002107523012,140,200,9,170,24002107523012
G24002107523013,1000,240,117,203,24002107523013
G24002107523021,768,23,14,0,24002107523021
G24002107523022,2239,159,12,58,24002107523022
G24002107523023,683,10,0,33,24002107523023
G24002107523031,254,61,93,140,24002107523031
G24002107523032,737,22,0,154,24002107523032
G24002107523033,1493,180,59,54,24002107523033
G24002107525011,1173,30,0,28,24002107525011
G24002107525012,1352,0,0,0,24002107525012
G24002107525013,681,22,31,35,24002107525013
G24002107525014,1504,65,30,9,24002107525014
G24002107525021,1510,77,21,31,24002107525021
G24002107525022,840,44,0,6,24002107525022
G24002107526011,1102,0,0,42,24002107526011
G24002107526012,827,14,11,0,24002107526012
G24002107526013,827,36,74,52,24002107526013
G24002107526014,799,17,58,0,24002107526014
G24002107526021,631,0,24,49,24002107526021
G24002107526022,420,0,7,0,24002107526022
G24002107526023,1522,34,0,70,24002107526023
G24002107526031,749,49,12,38,24002107526031
G24002107526032,1561,0,52,0,24002107526032
G24002107526033,1087,12,33,188,24002107526033
G24002107528011,1304,0,0,6,24002107528011
G24002107528012,780,0,0,0,24002107528012
G24002107528021,1060,0,0,52,24002107528021
G24002107528022,2218,83,50,144,24002107528022
G24002107529001,1015,73,0,32,24002107529001
G24002107529002,2062,0,0,110,24002107529002
G24002107530011,592,0,0,0,24002107530011
G24002107530012,1479,0,13,0,24002107530012
G24002107530013,175,0,0,12,24002107530013
G24002107530014,167,0,0,0,24002107530014
G24002107530015,1210,0,0,10,24002107530015
G24002107530016,1070,38,31,9,24002107530016
G24002107530021,235,0,0,0,24002107530021
G24002107530022,854,0,0,0,24002107530022
G24002107530023,1532,7,0,0,24002107530023
G24002107530024,330,0,0,0,24002107530024
G24002107651001,900,396,302,329,24002107651001
G24002107651002,777,169,35,21,24002107651002
G24002107651003,580,131,23,51,24002107651003
G24002107668001,1596,74,16,8,24002107668001
G24002107668002,974,35,185,18,24002107668002
G24002107668003,1801,227,87,165,24002107668003
G24002107668004,699,23,0,6,24002107668004
G24002107675001,871,0,0,0,24002107675001
G24002107675002,988,0,0,0,24002107675002
G24002107675003,757,0,0,30,24002107675003
G24002107676001,1239,0,22,170,24002107676001
G24002107676002,1111,24,9,166,24002107676002
G24002107676003,610,0,8,0,24002107676003
G24002107707001,1374,0,0,43,24002107707001
G24002107707002,1022,0,0,74,24002107707002
G24002107707003,895,0,52,13,24002107707003
G24002107722001,420,71,37,55,24002107722001
G24002107722002,604,43,8,57,24002107722002
G24002107735001,770,62,90,35,24002107735001
G24002107735002,636,326,30,200,24002107735002
G24002107735003,1688,14,113,99,24002107735003
G24002107753021,655,0,0,79,24002107753021
G24002107753022,8,0,0,11,24002107753022
G24002107753023,561,9,0,117,24002107753023
G24002107753024,370,40,0,11,24002107753024
G24002107753025,978,42,0,52,24002107753025
G24002107753026,818,220,15,112,24002107753026
G24002107754001,717,0,0,40,24002107754001
G24002107754002,556,0,0,33,24002107754002
G24002107754003,669,28,0,7,24002107754003
G24002107754004,650,57,0,25,24002107754004
G24002107754005,719,102,0,0,24002107754005
G24002107756001,1164,8,0,99,24002107756001
G24002107756002,987,115,27,88,24002107756002
G24002107756003,1195,13,34,71,24002107756003
G24002300001001,1178,0,0,0,24002300001001
G24002300001002,1633,0,1,1,24002300001002
G24002300001003,1122,0,0,19,24002300001003
G24002300002001,1981,10,0,5,24002300002001
G24002300002002,2020,0,14,0,24002300002002
G24002300003001,1603,3,0,22,24002300003001
G24002300003002,1118,47,5,7,24002300003002
G24002300004001,1139,19,0,8,24002300004001
G24002300004002,804,0,1,50,24002300004002
G24002300004003,930,0,2,0,24002300004003
G24002300005001,884,0,41,35,24002300005001
G24002300005002,1530,8,0,17,24002300005002
G24002300005003,1372,0,0,29,24002300005003
G24002300006001,1311,0,0,0,24002300006001
G24002300006002,471,0,0,0,24002300006002
G24002300006003,938,68,0,17,24002300006003
G24002300006004,1215,11,29,15,24002300006004
G24002300006005,1325,0,0,0,24002300006005
G24002300006006,721,0,0,0,24002300006006
G24002300007001,1488,0,6,73,24002300007001
G24002300007002,2592,21,0,2,24002300007002
G24002300007003,1343,0,0,1,24002300007003
G24002503011021,1075,0,106,110,24002503011021
G24002503011022,1119,196,86,85,24002503011022
G24002503011023,741,44,0,13,24002503011023
G24002503011051,1598,78,0,82,24002503011051
G24002503011052,1806,182,10,0,24002503011052
G24002503011061,1266,18,6,32,24002503011061
G24002503011062,2339,102,61,37,24002503011062
G24002503011071,804,255,23,23,24002503011071
G24002503011072,1499,362,153,147,24002503011072
G24002503011081,1047,249,0,123,24002503011081
G24002503011082,1351,0,16,17,24002503011082
G24002503011083,347,15,0,0,24002503011083
G24002503012011,883,0,0,8,24002503012011
G24002503012012,1159,0,8,0,24002503012012
G24002503012021,1529,131,92,117,24002503012021
G24002503012022,764,183,0,24,24002503012022
G24002503012023,1101,39,22,0,24002503012023
G24002503012024,2140,156,521,63,24002503012024
G24002503012041,3051,355,200,129,24002503012041
G24002503012051,865,110,20,293,24002503012051
G24002503012052,1378,188,40,27,24002503012052
G24002503012053,924,84,0,99,24002503012053
G24002503013011,1444,390,42,132,24002503013011
G24002503013012,1277,315,54,211,24002503013012
G24002503013013,442,86,14,8,24002503013013
G24002503013021,431,1623,0,132,24002503013021
G24002503013022,465,1401,0,103,24002503013022
G24002503013023,386,541,0,80,24002503013023
G24002503013024,788,537,0,131,24002503013024
G24002503014011,795,121,87,46,24002503014011
G24002503014012,2106,562,0,118,24002503014012
G24002503014013,1498,170,37,315,24002503014013
G24002503014014,1165,114,0,41,24002503014014
G24002503014021,579,82,94,0,24002503014021
G24002503014022,1165,388,48,248,24002503014022
G24002503016011,376,85,0,33,24002503016011
G24002503016012,570,858,0,181,24002503016012
G24002503016013,635,310,0,117,24002503016013
G24002503016014,865,628,0,19,24002503016014
G24002503016015,656,1008,51,480,24002503016015
G24002503016021,930,570,0,118,24002503016021
G24002503016022,1450,841,68,381,24002503016022
G24002503016023,1666,1028,75,360,24002503016023
G24002503017021,1546,709,56,129,24002503017021
G24002503017022,1773,309,48,224,24002503017022
G24002503017023,298,150,56,0,24002503017023
G24002503017024,171,28,0,39,24002503017024
G24002503017025,1068,1381,89,299,24002503017025
G24002503017031,1377,1063,179,62,24002503017031
G24002503017032,1534,482,16,105,24002503017032
G24002503017041,997,198,21,182,24002503017041
G24002503017042,983,669,133,111,24002503017042
G24002503021001,1248,15,0,6,24002503021001
G24002503021002,721,0,0,23,24002503021002
G24002503022001,324,0,17,0,24002503022001
G24002503022002,2143,310,63,0,24002503022002
G24002503024001,1252,93,0,30,24002503024001
G24002503024002,467,570,0,14,24002503024002
G24002503024003,647,305,0,0,24002503024003
G24002503028011,776,64,38,12,24002503028011
G24002503028012,537,173,60,18,24002503028012
G24002503028013,1036,514,49,131,24002503028013
G24002503028021,706,105,173,12,24002503028021
G24002503028022,705,476,11,31,24002503028022
G24002503028023,1309,502,54,68,24002503028023
G24002503028024,418,408,59,320,24002503028024
G24002503029011,439,493,19,137,24002503029011
G24002503029012,752,450,0,109,24002503029012
G24002503029021,597,135,29,23,24002503029021
G24002503029022,554,366,90,12,24002503029022
G24002503029023,836,947,153,92,24002503029023
G24002503031011,579,0,0,0,24002503031011
G24002503031012,467,144,0,14,24002503031012
G24002503031013,389,49,0,0,24002503031013
G24002503031014,2329,23,121,0,24002503031014
G24002503031015,1650,59,0,0,24002503031015
G24002503031021,1808,54,48,106,24002503031021
G24002503031022,689,11,74,31,24002503031022
G24002503032011,485,0,0,0,24002503032011
G24002503032012,1004,12,16,5,24002503032012
G24002503032013,2056,140,193,48,24002503032013
G24002503032014,1510,46,19,49,24002503032014
G24002503032031,673,28,14,0,24002503032031
G24002503032032,1510,50,20,117,24002503032032
G24002503032033,1108,11,0,30,24002503032033
G24002503032041,2446,45,31,108,24002503032041
G24002503032042,514,131,0,0,24002503032042
G24002503032043,1129,52,57,35,24002503032043
G24002503032051,1578,29,0,0,24002503032051
G24002503032061,2110,142,14,28,24002503032061
G24002503032062,992,36,0,15,24002503032062
G24002503033001,2962,0,0,11,24002503033001
G24002503033002,588,0,0,0,24002503033002
G24002503033003,1408,0,0,21,24002503033003
G24002503033004,769,0,0,0,24002503033004
G24002503034001,1961,45,50,50,24002503034001
G24002503034002,735,10,9,71,24002503034002
G24002503034003,1305,21,0,42,24002503034003
G24002503035011,2397,145,45,21,24002503035011
G24002503035012,3406,73,90,94,24002503035012
G24002503035021,372,0,0,0,24002503035021
G24002503035022,1248,93,0,43,24002503035022
G24002503035023,742,89,0,0,24002503035023
G24002503035024,959,0,9,0,24002503035024
G24002503036021,1664,0,76,43,24002503036021
G24002503036022,1886,0,71,32,24002503036022
G24002503036031,1402,386,121,0,24002503036031
G24002503036032,1412,0,81,0,24002503036032
G24002503036033,657,0,0,85,24002503036033
G24002503036034,2561,17,113,62,24002503036034
G24002503036051,2237,179,67,32,24002503036051
G24002503036052,2420,307,282,250,24002503036052
G24002503036061,2876,188,133,51,24002503036061
G24002503037001,722,27,0,155,24002503037001
G24002503037002,841,27,0,22,24002503037002
G24002503037003,1831,78,75,115,24002503037003
G24002503038011,731,178,0,18,24002503038011
G24002503038012,1394,151,15,56,24002503038012
G24002503038021,1704,241,30,49,24002503038021
G24002503038031,1933,120,0,22,24002503038031
G24002503038032,1036,26,258,0,24002503038032
G24002503038033,1055,0,0,37,24002503038033
G24002503038034,449,29,0,0,24002503038034
G24002503039001,2213,30,72,44,24002503039001
G24002503041011,2431,20,11,41,24002503041011
G24002503041012,1728,8,0,43,24002503041012
G24002503041021,1689,0,18,0,24002503041021
G24002503041022,870,86,0,0,24002503041022
G24002503041023,1117,0,0,0,24002503041023
G24002503042011,797,0,0,0,24002503042011
G24002503042012,2676,141,0,188,24002503042012
G24002503042013,973,1,0,38,24002503042013
G24002503042014,671,76,0,0,24002503042014
G24002503042015,1125,21,0,0,24002503042015
G24002503042021,2738,0,17,24,24002503042021
G24002503042022,717,0,0,0,24002503042022
G24002503042023,923,0,0,0,24002503042023
G24002503042024,1376,0,0,13,24002503042024
G24002503042025,1133,0,31,0,24002503042025
G24002503051001,2567,0,0,0,24002503051001
G24002503051002,1822,35,0,0,24002503051002
G24002503051003,1546,19,0,4,24002503051003
G24002503051004,1092,61,0,16,24002503051004
G24002503052001,539,17,0,0,24002503052001
G24002503052002,1240,80,0,12,24002503052002
G24002503052003,606,0,0,0,24002503052003
G24002503053001,773,31,0,77,24002503053001
G24002503053002,1352,0,5,0,24002503053002
G24002503061001,226,375,0,64,24002503061001
G24002503061002,581,201,0,18,24002503061002
G24002503061003,1398,133,27,94,24002503061003
G24002503061004,216,297,0,8,24002503061004
G24002503062001,787,102,12,45,24002503062001
G24002503062002,600,105,0,23,24002503062002
G24002503062003,401,43,23,6,24002503062003
G24002503063001,512,0,16,23,24002503063001
G24002503063002,171,136,0,0,24002503063002
G24002503063003,1084,170,210,12,24002503063003
G24002503064001,364,11,0,44,24002503064001
G24002503064002,681,28,38,86,24002503064002
G24002503064003,1083,47,75,91,24002503064003
G24002503064004,1032,634,72,0,24002503064004
G24002503064005,546,98,94,0,24002503064005
G24002503064006,1133,148,115,0,24002503064006
G24002503065001,104,75,16,21,24002503065001
G24002503065002,343,60,9,19,24002503065002
G24002503065003,997,523,85,314,24002503065003
G24002706011031,1838,295,892,267,24002706011031
G24002706011032,1346,213,479,33,24002706011032
G24002706011033,812,78,28,16,24002706011033
G24002706011041,1035,352,489,163,24002706011041
G24002706011042,2268,168,756,134,24002706011042
G24002706011043,536,135,118,10,24002706011043
G24002706011051,1180,430,780,24,24002706011051
G24002706011052,543,78,30,68,24002706011052
G24002706011053,893,84,83,4,24002706011053
G24002706011071,1772,295,170,876,24002706011071
G24002706011072,480,305,1066,79,24002706011072
G24002706011081,1109,294,642,88,24002706011081
G24002706011082,649,422,279,143,24002706011082
G24002706012011,645,287,109,69,24002706012011
G24002706012012,1276,498,97,286,24002706012012
G24002706012013,375,309,167,278,24002706012013
G24002706012014,1402,235,111,106,24002706012014
G24002706012015,1088,405,153,0,24002706012015
G24002706012031,1114,1733,338,421,24002706012031
G24002706012032,603,504,165,113,24002706012032
G24002706012041,1867,448,399,670,24002706012041
G24002706012042,1289,369,198,136,24002706012042
G24002706021001,887,0,26,0,24002706021001
G24002706021002,1099,146,279,117,24002706021002
G24002706021003,669,174,46,1,24002706021003
G24002706021004,836,0,385,69,24002706021004
G24002706021005,1267,97,531,0,24002706021005
G24002706021006,765,0,17,15,24002706021006
G24002706022011,1455,181,592,134,24002706022011
G24002706022012,759,44,164,11,24002706022012
G24002706022021,1236,19,64,0,24002706022021
G24002706022022,1658,83,533,80,24002706022022
G24002706022023,1355,84,231,33,24002706022023
G24002706023021,2367,412,422,186,24002706023021
G24002706023022,732,384,54,0,24002706023022
G24002706023023,924,676,1173,22,24002706023023
G24002706023031,754,143,992,0,24002706023031
G24002706023032,512,0,228,0,24002706023032
G24002706023033,822,131,217,43,24002706023033
G24002706023041,1051,0,399,15,24002706023041
G24002706023042,1036,59,625,81,24002706023042
G24002706023043,1080,273,229,116,24002706023043
G24002706023051,1233,82,67,34,24002706023051
G24002706023052,1431,129,582,116,24002706023052
G24002706023061,1387,438,537,65,24002706023061
G24002706023062,2225,165,529,110,24002706023062
G24002706026001,1163,339,1036,18,24002706026001
G24002706026002,643,142,95,34,24002706026002
G24002706026003,586,265,2337,520,24002706026003
G24002706027001,1337,209,603,78,24002706027001
G24002706027002,2274,159,205,182,24002706027002
G24002706028001,974,237,979,30,24002706028001
G24002706028002,623,100,688,0,24002706028002
G24002706028003,1644,115,614,36,24002706028003
G24002706029001,601,309,518,50,24002706029001
G24002706029002,1288,788,1301,187,24002706029002
G24002706030011,1213,170,351,1,24002706030011
G24002706030012,868,0,717,0,24002706030012
G24002706030013,1744,16,773,0,24002706030013
G24002706030031,1881,102,81,99,24002706030031
G24002706030032,1256,71,302,42,24002706030032
G24002706030041,2106,91,102,145,24002706030041
G24002706030042,1967,123,680,68,24002706030042
G24002706030043,683,213,81,0,24002706030043
G24002706040011,1949,0,20,0,24002706040011
G24002706040012,2024,69,104,76,24002706040012
G24002706040013,1650,17,30,3,24002706040013
G24002706040021,1024,0,12,43,24002706040021
G24002706040022,1355,129,57,20,24002706040022
G24002706040023,2504,243,224,64,24002706040023
G24002706040024,1882,26,335,0,24002706040024
G24002706051021,1939,231,407,76,24002706051021
G24002706051022,1478,232,815,191,24002706051022
G24002706051023,1690,563,617,136,24002706051023
G24002706051024,1650,54,57,19,24002706051024
G24002706051031,1734,137,197,39,24002706051031
G24002706051032,2259,199,303,91,24002706051032
G24002706051041,1787,87,525,37,24002706051041
G24002706051042,1783,133,797,122,24002706051042
G24002706054011,978,397,195,503,24002706054011
G24002706054012,489,71,44,78,24002706054012
G24002706054013,566,179,234,78,24002706054013
G24002706054014,444,74,327,0,24002706054014
G24002706054021,177,701,44,452,24002706054021
G24002706054022,914,704,62,421,24002706054022
G24002706054023,670,104,163,0,24002706054023
G24002706054024,953,784,499,119,24002706054024
G24002706055021,1252,405,181,27,24002706055021
G24002706055022,1017,773,242,2,24002706055022
G24002706055023,673,312,12,15,24002706055023
G24002706055031,737,0,0,113,24002706055031
G24002706055032,1440,876,157,202,24002706055032
G24002706055033,339,1909,343,376,24002706055033
G24002706055041,1728,140,870,37,24002706055041
G24002706055051,2060,492,1285,136,24002706055051
G24002706055052,1545,42,634,25,24002706055052
G24002706056011,811,934,245,93,24002706056011
G24002706056012,1033,335,125,145,24002706056012
G24002706056013,878,437,56,123,24002706056013
G24002706056014,927,249,93,76,24002706056014
G24002706056021,720,267,201,170,24002706056021
G24002706056022,1761,636,195,175,24002706056022
G24002706056023,1025,148,187,0,24002706056023
G24002706056024,1089,274,257,399,24002706056024
G24002706066011,1086,251,26,35,24002706066011
G24002706066012,821,475,67,18,24002706066012
G24002706066031,609,693,369,497,24002706066031
G24002706066032,436,579,67,645,24002706066032
G24002706066033,556,338,50,115,24002706066033
G24002706066034,326,275,203,63,24002706066034
G24002706066035,766,438,70,19,24002706066035
G24002706066041,574,824,147,346,24002706066041
G24002706066042,1270,639,428,232,24002706066042
G24002706066061,734,720,393,35,24002706066061
G24002706066062,1201,827,423,293,24002706066062
G24002706066071,1354,496,226,262,24002706066071
G24002706066072,867,758,351,666,24002706066072
G24002706067011,1163,12,35,228,24002706067011
G24002706067012,1104,108,79,32,24002706067012
G24002706067041,1111,398,421,205,24002706067041
G24002706067042,761,1358,394,524,24002706067042
G24002706067043,1110,376,53,69,24002706067043
G24002706067051,1362,327,127,82,24002706067051
G24002706067061,272,228,185,94,24002706067061
G24002706067062,1243,549,637,29,24002706067062
G24002706067063,807,245,234,0,24002706067063
G24002706067071,794,1177,241,184,24002706067071
G24002706067072,396,627,72,129,24002706067072
G24002706068031,1741,409,437,13,24002706068031
G24002706068032,1270,1068,81,18,24002706068032
G24002706068033,535,162,132,19,24002706068033
G24002706068041,1358,621,257,133,24002706068041
G24002706068042,742,256,83,91,24002706068042
G24002706068051,481,227,587,26,24002706068051
G24002706068052,861,47,57,23,24002706068052
G24002706068053,1407,88,64,87,24002706068053
G24002706068061,1838,825,864,183,24002706068061
G24002706068062,1200,298,490,165,24002706068062
G24002706068063,990,109,62,0,24002706068063
G24002706069011,540,916,247,39,24002706069011
G24002706069012,740,359,0,18,24002706069012
G24002706069013,998,580,526,26,24002706069013
G24002706069014,585,115,17,23,24002706069014
G24002706069041,675,651,207,118,24002706069041
G24002706069042,462,356,122,26,24002706069042
G24002706069043,436,959,199,204,24002706069043
G24002706069051,971,271,75,166,24002706069051
G24002706069052,997,487,129,51,24002706069052
G24002706069053,1400,1271,717,359,24002706069053
G24002706069061,1399,839,296,369,24002706069061
G24002706069062,840,988,460,574,24002706069062
G24002706069071,364,967,370,117,24002706069071
G24002706069072,758,714,200,164,24002706069072
G24002706069073,689,603,505,377,24002706069073
G24002909501001,1318,14,1,88,24002909501001
G24002909501002,618,103,0,198,24002909501002
G24002909501003,855,132,8,65,24002909501003
G24002909501004,179,117,0,121,24002909501004
G24002909502001,1099,173,0,0,24002909502001
G24002909502002,1097,216,10,19,24002909502002
G24002909502003,711,56,0,35,24002909502003
G24002909502004,526,48,0,63,24002909502004
G24002909502005,530,96,0,76,24002909502005
G24002909503001,862,672,39,29,24002909503001
G24002909503002,1412,62,0,1,24002909503002
G24002909503003,1219,50,141,51,24002909503003
G24002909503004,630,348,0,32,24002909503004
G24002909504001,871,209,0,56,24002909504001
G24002909504002,723,130,0,0,24002909504002
G24002909504003,597,237,4,10,24002909504003
G24002909505001,795,12,1,15,24002909505001
G24002909505002,686,124,0,0,24002909505002
G24002909505003,762,134,3,11,24002909505003
G24002909900000,0,0,0,0,24002909900000
G24003107001011,1501,104,207,43,24003107001011
G24003107001012,1246,214,221,63,24003107001012
G24003107001013,624,4,24,146,24003107001013
G24003107001031,1068,98,56,176,24003107001031
G24003107001032,748,30,8,7,24003107001032
G24003107001033,1748,444,706,175,24003107001033
G24003107001041,953,510,176,925,24003107001041
G24003107001042,611,455,128,476,24003107001042
G24003107001043,750,220,174,183,24003107001043
G24003107001051,611,760,230,232,24003107001051
G24003107001052,1152,123,246,87,24003107001052
G24003107001053,1173,450,407,187,24003107001053
G24003107002041,995,18,35,86,24003107002041
G24003107002042,672,0,67,34,24003107002042
G24003107002051,1840,604,1606,577,24003107002051
G24003107002052,2330,212,151,55,24003107002052
G24003107002053,728,21,87,175,24003107002053
G24003107002061,1253,44,72,241,24003107002061
G24003107002062,980,185,9,92,24003107002062
G24003107002063,2067,146,178,266,24003107002063
G24003107002071,1390,226,341,605,24003107002071
G24003107002072,1711,413,176,499,24003107002072
G24003107002081,1010,10,14,67,24003107002081
G24003107002082,910,101,95,105,24003107002082
G24003107003041,354,394,273,81,24003107003041
G24003107003042,356,725,1129,115,24003107003042
G24003107003043,1166,95,803,339,24003107003043
G24003107003044,847,446,712,174,24003107003044
G24003107003061,474,166,451,0,24003107003061
G24003107003062,1509,951,783,596,24003107003062
G24003107003063,791,440,592,334,24003107003063
G24003107003081,770,265,33,466,24003107003081
G24003107003082,937,247,108,220,24003107003082
G24003107003083,316,160,416,33,24003107003083
G24003107003084,812,455,191,392,24003107003084
G24003107003091,964,536,327,550,24003107003091
G24003107003092,665,1475,452,569,24003107003092
G24003107003101,1382,643,647,681,24003107003101
G24003107003102,443,182,91,252,24003107003102
G24003107003103,178,638,116,173,24003107003103
G24003107003104,576,26,127,44,24003107003104
G24003107003111,1273,781,1262,646,24003107003111
G24003107003112,306,0,374,62,24003107003112
G24003107003113,1916,876,1596,675,24003107003113
G24003107003121,645,292,68,166,24003107003121
G24003107003122,1244,321,341,100,24003107003122
G24003107003123,1266,536,591,481,24003107003123
G24003107004001,644,102,27,47,24003107004001
G24003107004002,1125,13,80,28,24003107004002
G24003107005001,2020,85,10,91,24003107005001
G24003107005002,1782,289,225,223,24003107005002
G24003107005003,1752,59,28,82,24003107005003
G24003107006041,1940,51,150,415,24003107006041
G24003107006042,1104,31,134,45,24003107006042
G24003107006043,987,107,45,185,24003107006043
G24003107006044,637,126,297,58,24003107006044
G24003107006061,596,6,572,143,24003107006061
G24003107006062,556,74,168,35,24003107006062
G24003107006063,1244,0,621,69,24003107006063
G24003107006071,662,12,928,159,24003107006071
G24003107006072,487,68,412,63,24003107006072
G24003107006073,660,15,1203,0,24003107006073
G24003107006074,1096,331,1299,115,24003107006074
G24003107006081,1141,7,394,291,24003107006081
G24003107006082,1310,86,1099,186,24003107006082
G24003107006083,731,0,331,0,24003107006083
G24003107006101,1411,73,330,267,24003107006101
G24003107006111,445,138,1309,450,24003107006111
G24003107006112,1308,773,1769,248,24003107006112
G24003107006131,846,308,1253,173,24003107006131
G24003107006132,1064,280,755,167,24003107006132
G24003107006133,567,111,241,72,24003107006133
G24003107006134,153,211,124,17,24003107006134
G24003107006141,970,554,85,182,24003107006141
G24003107006142,228,256,23,392,24003107006142
G24003107006143,729,438,648,449,24003107006143
G24003107006151,922,59,179,80,24003107006151
G24003107006152,1264,118,203,123,24003107006152
G24003107006161,498,155,310,25,24003107006161
G24003107006162,1149,221,480,108,24003107006162
G24003107006163,909,0,243,351,24003107006163
G24003107007041,472,0,35,408,24003107007041
G24003107007042,520,92,727,72,24003107007042
G24003107007043,123,91,63,343,24003107007043
G24003107007061,845,580,689,853,24003107007061
G24003107007062,462,324,275,155,24003107007062
G24003107007101,292,275,313,374,24003107007101
G24003107007102,457,79,135,119,24003107007102
G24003107007103,738,326,482,173,24003107007103
G24003107007104,478,306,225,772,24003107007104
G24003107007105,433,0,30,424,24003107007105
G24003107007111,669,306,449,1099,24003107007111
G24003107007112,1164,170,526,278,24003107007112
G24003107007113,672,171,129,76,24003107007113
G24003107007131,494,351,79,410,24003107007131
G24003107007132,317,626,322,720,24003107007132
G24003107007133,15,621,397,1486,24003107007133
G24003107007151,838,734,315,675,24003107007151
G24003107007152,210,406,709,294,24003107007152
G24003107007153,302,217,41,437,24003107007153
G24003107007154,294,218,23,654,24003107007154
G24003107007161,580,678,606,284,24003107007161
G24003107007162,997,672,255,1205,24003107007162
G24003107007163,1120,746,253,682,24003107007163
G24003107007171,345,870,216,603,24003107007171
G24003107007172,273,188,152,660,24003107007172
G24003107007173,357,634,132,1595,24003107007173
G24003107007174,501,15,157,20,24003107007174
G24003107007181,2174,555,817,452,24003107007181
G24003107007182,506,214,163,15,24003107007182
G24003107007191,577,594,120,1182,24003107007191
G24003107007192,1123,1112,671,1541,24003107007192
G24003107007193,653,499,168,1431,24003107007193
G24003107007201,589,264,237,266,24003107007201
G24003107007202,447,385,318,982,24003107007202
G24003107007211,245,303,92,428,24003107007211
G24003107007212,462,533,214,732,24003107007212
G24003107007221,286,678,466,628,24003107007221
G24003107007222,224,212,129,163,24003107007222
G24003107007223,624,462,336,116,24003107007223
G24003107007231,291,284,175,704,24003107007231
G24003107007232,1216,49,0,30,24003107007232
G24003107007233,334,425,104,83,24003107007233
G24003107007241,326,815,493,2082,24003107007241
G24003107008101,458,200,48,7,24003107008101
G24003107008102,635,764,187,570,24003107008102
G24003107008103,775,409,344,425,24003107008103
G24003107008111,359,260,220,371,24003107008111
G24003107008112,262,397,67,331,24003107008112
G24003107008113,594,509,119,847,24003107008113
G24003107008121,572,386,381,1092,24003107008121
G24003107008122,1147,119,185,119,24003107008122
G24003107008131,504,352,154,70,24003107008131
G24003107008132,176,301,99,786,24003107008132
G24003107008133,628,174,76,137,24003107008133
G24003107008134,417,405,173,1263,24003107008134
G24003107008151,1159,496,568,335,24003107008151
G24003107008152,398,257,71,904,24003107008152
G24003107008153,92,101,115,541,24003107008153
G24003107008154,397,881,28,265,24003107008154
G24003107008161,164,432,1103,1111,24003107008161
G24003107008162,977,602,511,207,24003107008162
G24003107008163,573,562,554,74,24003107008163
G24003107008164,226,212,286,1076,24003107008164
G24003107008171,332,183,537,250,24003107008171
G24003107008172,706,350,339,289,24003107008172
G24003107008173,1369,480,430,210,24003107008173
