gisjoin,white,black,AAPI,Hisp,id
G24004709506001,763,22,0,0,24004709506001
G24004709506002,908,17,36,222,24004709506002
G24004709506003,1006,79,0,0,24004709506003
G24004709507001,579,0,0,32,24004709507001
G24004709507002,1833,8,0,51,24004709507002
G24004709508001,1151,160,0,0,24004709508001
G24004709508002,764,105,0,0,24004709508002
G24004709508003,1204,30,0,0,24004709508003
G24004709508004,1697,0,0,0,24004709508004
G24004709509001,642,145,0,17,24004709509001
G24004709509002,840,12,0,71,24004709509002
G24004709510001,1667,20,57,71,24004709510001
G24004709510002,286,600,0,4,24004709510002
G24004709510003,689,818,63,260,24004709510003
G24004709511001,1587,189,14,25,24004709511001
G24004709511002,1614,110,0,7,24004709511002
G24004709511003,2375,110,25,124,24004709511003
G24004709512001,798,273,0,121,24004709512001
G24004709512002,1152,47,0,0,24004709512002
G24004709512003,780,174,0,0,24004709512003
G24004709513001,633,433,0,16,24004709513001
G24004709513002,902,533,0,62,24004709513002
G24004709514001,879,279,0,19,24004709514001
G24004709514002,741,11,0,142,24004709514002
G24004709514003,1163,191,65,11,24004709514003
G24004709515001,283,310,0,0,24004709515001
G24004709515002,838,336,0,0,24004709515002
G24004709515003,427,287,259,0,24004709515003
G24004709515004,448,241,23,0,24004709515004
G24004709515005,139,222,45,12,24004709515005
G24004709515006,253,888,0,0,24004709515006
G24004709517001,1092,85,73,20,24004709517001
G24004709517002,755,24,0,0,24004709517002
G24004709517003,662,2,0,0,24004709517003
G24004709517004,610,64,0,18,24004709517004
G24004709800001,0,0,0,0,24004709800001
G24004709900000,0,0,0,0,24004709900000
G24051000101001,925,0,89,26,24051000101001
G24051000101002,765,22,29,29,24051000101002
G24051000101003,1110,138,10,0,24051000101003
G24051000102001,639,280,11,49,24051000102001
G24051000102002,507,33,12,82,24051000102002
G24051000102003,1014,80,6,0,24051000102003
G24051000102004,418,0,0,115,24051000102004
G24051000103001,927,12,15,7,24051000103001
G24051000103002,1227,38,45,100,24051000103002
G24051000104001,657,27,29,45,24051000104001
G24051000104002,1466,42,110,52,24051000104002
G24051000105001,667,21,15,72,24051000105001
G24051000105002,830,36,13,55,24051000105002
G24051000201001,401,145,15,46,24051000201001
G24051000201002,884,0,33,188,24051000201002
G24051000202001,230,200,48,114,24051000202001
G24051000202002,818,25,91,215,24051000202002
G24051000203001,1328,0,67,61,24051000203001
G24051000203002,747,18,88,137,24051000203002
G24051000203003,986,51,78,82,24051000203003
G24051000301001,348,1334,0,372,24051000301001
G24051000301002,133,1089,47,77,24051000301002
G24051000302001,487,712,12,0,24051000302001
G24051000302002,608,30,199,154,24051000302002
G24051000401001,1193,59,247,51,24051000401001
G24051000401002,741,492,625,237,24051000401002
G24051000402001,361,273,122,44,24051000402001
G24051000601001,77,356,0,140,24051000601001
G24051000601002,240,365,15,234,24051000601002
G24051000601003,475,120,66,272,24051000601003
G24051000601004,29,530,0,46,24051000601004
G24051000602001,8,20,0,48,24051000602001
G24051000602002,424,187,7,0,24051000602002
G24051000602003,401,227,0,35,24051000602003
G24051000602004,403,193,0,340,24051000602004
G24051000602005,179,588,0,82,24051000602005
G24051000603001,98,600,7,107,24051000603001
G24051000603002,620,299,53,57,24051000603002
G24051000604001,140,265,16,0,24051000604001
G24051000604002,172,630,29,23,24051000604002
G24051000701001,28,1105,0,238,24051000701001
G24051000701002,37,1583,0,145,24051000701002
G24051000702001,0,393,0,86,24051000702001
G24051000702002,22,615,7,11,24051000702002
G24051000702003,0,889,0,99,24051000702003
G24051000702004,0,545,0,0,24051000702004
G24051000702005,0,338,0,0,24051000702005
G24051000703001,4,432,0,0,24051000703001
G24051000703002,16,262,0,79,24051000703002
G24051000704001,50,154,94,15,24051000704001
G24051000704002,14,210,0,0,24051000704002
G24051000704003,10,776,20,0,24051000704003
G24051000801011,592,131,32,10,24051000801011
G24051000801012,129,993,0,0,24051000801012
G24051000801013,85,978,0,42,24051000801013
G24051000801014,106,784,0,0,24051000801014
G24051000801021,14,786,11,0,24051000801021
G24051000801022,15,1261,0,0,24051000801022
G24051000802001,0,518,0,0,24051000802001
G24051000802002,0,423,0,0,24051000802002
G24051000802003,70,530,0,0,24051000802003
G24051000803011,0,299,0,0,24051000803011
G24051000803012,7,520,0,0,24051000803012
G24051000803013,12,739,11,0,24051000803013
G24051000803021,8,748,0,0,24051000803021
G24051000803022,0,396,0,0,24051000803022
G24051000803023,0,694,0,0,24051000803023
G24051000803024,0,715,7,64,24051000803024
G24051000804001,7,539,0,94,24051000804001
G24051000804002,56,475,0,0,24051000804002
G24051000805001,8,655,0,0,24051000805001
G24051000805002,0,371,42,0,24051000805002
G24051000805003,0,614,0,0,24051000805003
G24051000806001,38,515,0,0,24051000806001
G24051000806002,18,585,0,0,24051000806002
G24051000806003,0,518,0,0,24051000806003
G24051000806004,48,605,0,0,24051000806004
G24051000807001,3,394,0,1,24051000807001
G24051000807002,0,218,0,0,24051000807002
G24051000808001,11,208,0,63,24051000808001
G24051000808002,60,974,0,5,24051000808002
G24051000901001,158,789,0,106,24051000901001
G24051000901002,72,537,9,0,24051000901002
G24051000901003,247,334,0,25,24051000901003
G24051000901004,27,689,7,0,24051000901004
G24051000901005,51,861,0,0,24051000901005
G24051000902001,436,1035,11,38,24051000902001
G24051000902002,100,1264,0,29,24051000902002
G24051000903001,107,350,26,0,24051000903001
G24051000903002,70,853,18,0,24051000903002
G24051000903003,236,277,21,16,24051000903003
G24051000903004,292,1318,95,122,24051000903004
G24051000904001,64,966,0,0,24051000904001
G24051000904002,0,505,0,113,24051000904002
G24051000905001,0,768,0,0,24051000905001
G24051000905002,305,1038,10,0,24051000905002
G24051000906001,0,1538,0,0,24051000906001
G24051000906002,30,570,0,0,24051000906002
G24051000906003,0,297,0,0,24051000906003
G24051000906004,182,439,0,0,24051000906004
G24051000907001,0,1042,0,16,24051000907001
G24051000907002,0,400,15,54,24051000907002
G24051000907003,0,756,0,8,24051000907003
G24051000907004,22,504,0,0,24051000907004
G24051000908001,22,236,24,0,24051000908001
G24051000908002,0,586,0,0,24051000908002
G24051000908003,8,429,8,0,24051000908003
G24051000908004,0,942,0,59,24051000908004
G24051000908005,0,333,6,0,24051000908005
G24051000909001,14,400,0,0,24051000909001
G24051000909002,15,710,0,0,24051000909002
G24051000909003,0,356,0,161,24051000909003
G24051000909004,69,923,0,0,24051000909004
G24051001001001,17,1065,0,0,24051001001001
G24051001001002,20,387,6,0,24051001001002
G24051001001003,0,261,0,0,24051001001003
G24051001001004,7,511,0,0,24051001001004
G24051001002001,0,713,0,0,24051001002001
G24051001002002,0,1285,0,0,24051001002002
G24051001002003,57,667,0,11,24051001002003
G24051001003001,641,3713,29,204,24051001003001
G24051001101001,1540,396,179,86,24051001101001
G24051001101002,535,201,161,73,24051001101002
G24051001102001,1291,363,303,328,24051001102001
G24051001102002,890,568,45,61,24051001102002
G24051001102003,1134,349,71,15,24051001102003
G24051001201001,1081,315,56,14,24051001201001
G24051001201002,423,0,241,79,24051001201002
G24051001201003,637,115,49,30,24051001201003
G24051001201004,766,25,401,42,24051001201004
G24051001202011,810,151,66,27,24051001202011
G24051001202012,485,184,73,12,24051001202012
G24051001202021,544,104,146,70,24051001202021
G24051001202022,211,104,211,0,24051001202022
G24051001202023,1014,228,299,184,24051001202023
G24051001202024,1110,42,654,99,24051001202024
G24051001202025,401,92,328,34,24051001202025
G24051001203001,401,381,76,65,24051001203001
G24051001203002,291,351,69,15,24051001203002
G24051001203003,237,359,32,24,24051001203003
G24051001203004,321,822,0,32,24051001203004
G24051001204001,66,750,0,17,24051001204001
G24051001204002,248,671,13,15,24051001204002
G24051001205001,227,655,31,41,24051001205001
G24051001205002,465,730,55,36,24051001205002
G24051001206001,303,437,56,32,24051001206001
G24051001206002,527,367,139,174,24051001206002
G24051001206003,139,523,38,8,24051001206003
G24051001207001,392,93,57,29,24051001207001
G24051001207002,407,174,183,0,24051001207002
G24051001207003,571,287,46,56,24051001207003
G24051001301001,139,510,0,33,24051001301001
G24051001301002,18,562,16,0,24051001301002
G24051001301003,96,717,2,18,24051001301003
G24051001301004,112,352,0,0,24051001301004
G24051001302001,252,494,13,124,24051001302001
G24051001302002,67,891,0,0,24051001302002
G24051001302003,66,460,0,0,24051001302003
G24051001302004,101,543,0,0,24051001302004
G24051001303001,50,641,13,13,24051001303001
G24051001303002,8,592,0,10,24051001303002
G24051001303003,9,791,24,0,24051001303003
G24051001304001,30,624,0,9,24051001304001
G24051001304002,49,983,1,84,24051001304002
G24051001304003,12,526,0,0,24051001304003
G24051001306001,957,63,118,21,24051001306001
G24051001306002,609,142,19,22,24051001306002
G24051001306003,578,25,5,30,24051001306003
G24051001306004,1008,21,90,77,24051001306004
G24051001307001,456,150,0,0,24051001307001
G24051001307002,775,0,42,26,24051001307002
G24051001307003,454,0,107,47,24051001307003
G24051001307004,440,16,0,20,24051001307004
G24051001307005,737,150,144,125,24051001307005
G24051001307006,1028,0,0,0,24051001307006
G24051001308031,428,96,5,5,24051001308031
G24051001308032,748,144,115,34,24051001308032
G24051001308033,675,0,217,57,24051001308033
G24051001308041,810,61,11,30,24051001308041
G24051001308042,843,65,3,22,24051001308042
G24051001308051,100,774,0,5,24051001308051
G24051001308061,918,322,25,84,24051001308061
G24051001401001,779,223,111,94,24051001401001
G24051001401002,452,234,158,114,24051001401002
G24051001401003,354,780,6,113,24051001401003
G24051001401004,706,552,20,34,24051001401004
G24051001402001,47,638,0,5,24051001402001
G24051001402002,37,803,0,16,24051001402002
G24051001402003,0,370,0,0,24051001402003
G24051001402004,0,646,0,0,24051001402004
G24051001403001,63,644,0,15,24051001403001
G24051001403002,0,432,0,0,24051001403002
G24051001403003,65,592,43,7,24051001403003
G24051001403004,0,891,28,5,24051001403004
G24051001501001,0,563,29,0,24051001501001
G24051001501002,1,1321,0,0,24051001501002
G24051001501003,4,1139,0,0,24051001501003
G24051001502001,0,1408,0,0,24051001502001
G24051001502002,0,566,0,0,24051001502002
G24051001502003,0,749,0,0,24051001502003
G24051001503001,0,663,0,0,24051001503001
G24051001503002,0,620,0,0,24051001503002
G24051001503003,0,747,0,0,24051001503003
G24051001504001,0,491,0,0,24051001504001
G24051001504002,0,955,0,0,24051001504002
G24051001504003,45,2549,28,14,24051001504003
G24051001505001,14,687,0,0,24051001505001
G24051001505002,0,768,0,71,24051001505002
G24051001506001,0,700,0,0,24051001506001
G24051001506002,0,530,0,0,24051001506002
G24051001506003,0,480,0,0,24051001506003
G24051001506004,0,297,0,0,24051001506004
G24051001506005,89,637,0,0,24051001506005
G24051001507011,0,331,0,0,24051001507011
G24051001507012,0,460,0,15,24051001507012
G24051001507013,65,614,0,0,24051001507013
G24051001507021,0,754,0,10,24051001507021
G24051001507022,21,886,16,2,24051001507022
G24051001507023,4,460,0,0,24051001507023
G24051001508001,0,737,0,15,24051001508001
G24051001508002,16,628,0,0,24051001508002
G24051001508003,8,1248,0,0,24051001508003
G24051001508004,0,391,0,18,24051001508004
G24051001508005,5,677,0,19,24051001508005
G24051001508006,0,498,0,0,24051001508006
G24051001509001,28,1090,0,0,24051001509001
G24051001509002,9,846,0,39,24051001509002
G24051001509003,32,499,0,36,24051001509003
G24051001509004,0,339,0,0,24051001509004
G24051001510001,22,586,0,0,24051001510001
G24051001510002,11,548,0,99,24051001510002
G24051001510003,43,459,17,0,24051001510003
G24051001510004,0,462,22,0,24051001510004
G24051001510005,25,1398,0,2,24051001510005
G24051001510006,4,631,0,0,24051001510006
G24051001510007,0,482,0,0,24051001510007
G24051001511001,0,1746,0,0,24051001511001
G24051001511002,51,1445,0,0,24051001511002
G24051001511003,0,984,0,0,24051001511003
G24051001511004,0,624,0,0,24051001511004
G24051001511005,0,846,0,0,24051001511005
G24051001511006,0,1203,0,0,24051001511006
G24051001512001,50,1853,0,110,24051001512001
G24051001512002,0,488,0,0,24051001512002
G24051001512003,0,938,0,0,24051001512003
G24051001512004,37,522,0,18,24051001512004
G24051001512005,7,718,16,0,24051001512005
G24051001513001,0,1562,5,27,24051001513001
G24051001513002,0,581,7,0,24051001513002
G24051001513003,23,149,0,142,24051001513003
G24051001513004,32,913,14,0,24051001513004
G24051001513005,52,1019,6,9,24051001513005
G24051001601001,0,470,0,0,24051001601001
G24051001601002,19,186,22,0,24051001601002
G24051001601003,16,615,0,18,24051001601003
G24051001601004,8,842,0,0,24051001601004
G24051001602001,5,1152,0,0,24051001602001
G24051001602002,5,327,0,3,24051001602002
G24051001602003,0,977,0,0,24051001602003
G24051001603001,17,788,4,0,24051001603001
G24051001603002,34,460,0,0,24051001603002
G24051001604001,14,295,0,0,24051001604001
G24051001604002,0,1197,0,0,24051001604002
G24051001604003,0,421,0,0,24051001604003
G24051001604004,0,819,6,0,24051001604004
G24051001605001,0,1382,0,0,24051001605001
G24051001605002,0,819,0,0,24051001605002
G24051001605003,0,695,0,0,24051001605003
G24051001605004,0,796,0,103,24051001605004
G24051001605005,0,788,0,0,24051001605005
G24051001606001,0,552,0,0,24051001606001
G24051001606002,0,705,18,0,24051001606002
G24051001606003,0,766,13,53,24051001606003
G24051001606004,28,319,0,22,24051001606004
G24051001606005,25,510,0,16,24051001606005
G24051001607001,0,259,0,0,24051001607001
G24051001607002,0,789,0,15,24051001607002
G24051001607003,49,335,0,0,24051001607003
G24051001607004,0,713,0,13,24051001607004
G24051001607005,0,495,0,7,24051001607005
G24051001607006,0,380,0,0,24051001607006
G24051001607007,0,1082,0,5,24051001607007
G24051001608011,10,1531,0,21,24051001608011
G24051001608012,0,504,0,0,24051001608012
G24051001608013,0,254,37,0,24051001608013
G24051001608014,11,676,0,0,24051001608014
G24051001608021,29,683,0,0,24051001608021
G24051001608022,13,1122,0,61,24051001608022
G24051001608023,3,1259,0,24,24051001608023
G24051001701001,412,560,14,31,24051001701001
G24051001701002,42,491,0,0,24051001701002
G24051001702001,35,1548,25,0,24051001702001
G24051001702002,65,783,33,6,24051001702002
G24051001702003,99,344,0,0,24051001702003
G24051001703001,0,783,0,0,24051001703001
G24051001703002,22,962,42,8,24051001703002
G24051001801001,0,1140,0,55,24051001801001
G24051001801002,5,1075,0,0,24051001801002
G24051001802001,60,432,0,22,24051001802001
G24051001802002,14,385,17,5,24051001802002
G24051001803001,246,286,19,0,24051001803001
G24051001803002,398,763,32,21,24051001803002
G24051001901001,0,355,0,0,24051001901001
G24051001901002,27,853,17,127,24051001901002
G24051001901003,13,715,14,0,24051001901003
G24051001902001,186,704,67,23,24051001902001
G24051001902002,309,531,8,181,24051001902002
G24051001903001,104,300,36,0,24051001903001
G24051001903002,70,544,10,15,24051001903002
G24051001903003,35,365,0,193,24051001903003
G24051001903004,302,323,60,14,24051001903004
G24051002001001,3,620,0,0,24051002001001
G24051002001002,23,1001,0,2,24051002001002
G24051002002001,16,410,0,0,24051002002001
G24051002002002,3,255,0,0,24051002002002
G24051002002003,0,560,0,0,24051002002003
G24051002002004,0,550,0,0,24051002002004
G24051002002005,46,776,0,0,24051002002005
G24051002003001,31,390,0,0,24051002003001
G24051002003002,188,875,21,121,24051002003002
G24051002004001,16,593,0,0,24051002004001
G24051002004002,48,866,39,41,24051002004002
G24051002005001,217,76,0,0,24051002005001
G24051002005002,244,801,0,0,24051002005002
G24051002005003,86,252,10,0,24051002005003
G24051002005004,117,257,0,322,24051002005004
G24051002005005,210,350,25,100,24051002005005
G24051002006001,531,222,0,6,24051002006001
G24051002006002,327,545,0,83,24051002006002
G24051002006003,5,763,0,0,24051002006003
G24051002007011,10,991,0,0,24051002007011
G24051002007012,47,1174,0,81,24051002007012
G24051002007013,0,853,0,17,24051002007013
G24051002007014,29,928,0,20,24051002007014
G24051002007015,1,806,0,0,24051002007015
G24051002007021,0,318,0,0,24051002007021
G24051002007022,16,696,0,0,24051002007022
G24051002008001,55,906,0,12,24051002008001
G24051002008002,129,529,0,28,24051002008002
G24051002008003,36,435,0,1,24051002008003
G24051002101001,258,504,10,39,24051002101001
G24051002101002,436,1013,52,36,24051002101002
G24051002102001,295,721,0,103,24051002102001
G24051002102002,673,928,56,0,24051002102002
G24051002201001,638,40,132,40,24051002201001
G24051002201002,1357,471,14,88,24051002201002
G24051002201003,73,39,8,0,24051002201003
G24051002201004,931,44,20,100,24051002201004
G24051002301001,637,45,79,55,24051002301001
G24051002301002,378,603,22,0,24051002301002
G24051002302001,810,147,41,107,24051002302001
G24051002302002,883,89,26,83,24051002302002
G24051002303001,169,7,22,8,24051002303001
G24051002303002,951,41,8,41,24051002303002
G24051002401001,1972,68,90,85,24051002401001
G24051002401002,852,0,5,17,24051002401002
G24051002402001,1909,192,103,114,24051002402001
G24051002402002,633,82,29,19,24051002402002
G24051002403001,661,34,28,70,24051002403001
G24051002403002,445,46,34,33,24051002403002
G24051002403003,550,3,61,1,24051002403003
G24051002404001,988,11,10,102,24051002404001
G24051002404002,353,0,25,45,24051002404002
G24051002404003,1311,0,70,40,24051002404003
G24051002501011,241,1343,0,12,24051002501011
G24051002501012,122,2361,61,1,24051002501012
G24051002501021,58,947,40,16,24051002501021
G24051002501022,91,2032,0,0,24051002501022
G24051002501031,728,538,0,48,24051002501031
G24051002501032,589,137,0,55,24051002501032
G24051002501033,615,58,7,0,24051002501033
G24051002501034,312,303,0,183,24051002501034
G24051002502031,130,755,0,0,24051002502031
G24051002502032,30,606,52,136,24051002502032
G24051002502041,34,1888,0,31,24051002502041
G24051002502042,0,2035,0,85,24051002502042
G24051002502051,23,0,0,0,24051002502051
G24051002502052,209,786,39,81,24051002502052
G24051002502053,674,534,7,0,24051002502053
G24051002502054,243,943,23,131,24051002502054
G24051002502055,150,334,200,48,24051002502055
G24051002502061,173,73,0,0,24051002502061
G24051002502062,483,93,25,160,24051002502062
G24051002502063,784,9,0,0,24051002502063
G24051002502071,58,1074,32,31,24051002502071
G24051002502072,0,818,0,85,24051002502072
G24051002503011,151,506,0,33,24051002503011
G24051002503012,12,1639,0,0,24051002503012
G24051002503031,372,84,17,11,24051002503031
G24051002503032,495,188,100,213,24051002503032
G24051002503033,385,221,6,6,24051002503033
G24051002504011,827,978,17,55,24051002504011
G24051002504012,446,52,9,0,24051002504012
G24051002504013,374,341,118,433,24051002504013
G24051002504021,290,834,0,85,24051002504021
G24051002504022,14,706,0,32,24051002504022
G24051002504023,225,483,28,454,24051002504023
G24051002504024,630,384,0,144,24051002504024
G24051002505001,0,0,0,0,24051002505001
G24051002505002,0,24,0,0,24051002505002
G24051002505003,1254,276,0,273,24051002505003
G24051002505004,753,812,0,0,24051002505004
G24051002505005,817,734,0,310,24051002505005
G24051002506001,0,0,0,0,24051002506001
G24051002601011,388,237,44,26,24051002601011
G24051002601012,298,797,0,29,24051002601012
G24051002601013,41,1055,16,28,24051002601013
G24051002601014,157,383,0,140,24051002601014
G24051002601015,436,626,25,40,24051002601015
G24051002601021,96,1080,6,0,24051002601021
G24051002601022,17,762,0,20,24051002601022
G24051002601023,53,515,6,0,24051002601023
G24051002601024,122,589,17,138,24051002601024
G24051002601025,168,1227,34,0,24051002601025
G24051002602011,125,865,0,0,24051002602011
G24051002602012,267,1057,0,144,24051002602012
G24051002602013,151,640,0,9,24051002602013
G24051002602014,63,1709,152,20,24051002602014
G24051002602021,24,72,0,0,24051002602021
G24051002602022,135,1678,665,36,24051002602022
G24051002602023,346,1631,0,0,24051002602023
G24051002602024,55,680,0,0,24051002602024
G24051002602031,54,1773,27,7,24051002602031
G24051002602032,114,831,0,4,24051002602032
G24051002603011,68,501,0,0,24051002603011
G24051002603012,152,875,0,0,24051002603012
G24051002603013,25,721,0,17,24051002603013
G24051002603014,43,857,0,0,24051002603014
G24051002603015,32,717,47,5,24051002603015
G24051002603021,70,559,0,0,24051002603021
G24051002603022,59,775,0,0,24051002603022
G24051002603023,16,765,0,0,24051002603023
G24051002603024,57,1552,0,154,24051002603024
G24051002603025,151,609,0,0,24051002603025
G24051002603026,44,1438,0,0,24051002603026
G24051002603031,216,571,0,62,24051002603031
G24051002604011,289,66,40,135,24051002604011
G24051002604012,1388,178,0,711,24051002604012
G24051002604013,350,21,6,114,24051002604013
G24051002604021,32,1600,0,0,24051002604021
G24051002604022,82,997,0,0,24051002604022
G24051002604031,17,1588,0,0,24051002604031
G24051002604032,106,0,0,0,24051002604032
G24051002604041,0,0,0,5,24051002604041
G24051002604042,168,288,0,200,24051002604042
G24051002604043,252,506,10,529,24051002604043
G24051002605011,1085,502,85,1162,24051002605011
G24051002605012,1239,34,8,442,24051002605012
G24051002605013,760,4,7,373,24051002605013
G24051002606041,35,331,35,120,24051002606041
G24051002606042,113,29,13,41,24051002606042
G24051002606043,35,630,0,63,24051002606043
G24051002606051,901,199,0,150,24051002606051
G24051002606052,481,336,0,510,24051002606052
G24051002606053,275,257,23,408,24051002606053
G24051002606054,377,41,0,0,24051002606054
G24051002606055,79,11,0,0,24051002606055
G24051002606056,0,0,3,0,24051002606056
G24051002607001,482,48,40,378,24051002607001
G24051002607002,452,26,27,485,24051002607002
G24051002608001,485,311,23,525,24051002608001
G24051002608002,519,78,7,426,24051002608002
G24051002609001,751,20,11,14,24051002609001
G24051002609002,603,86,7,93,24051002609002
G24051002609003,1125,30,47,12,24051002609003
G24051002610001,11,179,0,0,24051002610001
G24051002610002,173,417,0,248,24051002610002
G24051002610003,134,46,0,299,24051002610003
G24051002610004,1177,61,0,353,24051002610004
G24051002611001,511,99,15,74,24051002611001
G24051002611002,1171,22,27,21,24051002611002
G24051002701011,502,148,4,19,24051002701011
G24051002701012,184,669,0,28,24051002701012
G24051002701021,276,622,0,20,24051002701021
G24051002701022,49,629,0,0,24051002701022
G24051002701023,186,394,43,18,24051002701023
G24051002701024,416,765,0,0,24051002701024
G24051002702001,287,242,4,20,24051002702001
G24051002702002,354,272,0,20,24051002702002
G24051002702003,183,102,2,12,24051002702003
G24051002703011,336,327,53,75,24051002703011
G24051002703012,356,385,0,44,24051002703012
G24051002703013,102,322,8,73,24051002703013
G24051002703014,266,721,55,0,24051002703014
G24051002703021,450,477,0,93,24051002703021
G24051002703022,294,419,127,22,24051002703022
G24051002704011,425,1998,34,55,24051002704011
G24051002704012,413,776,0,0,24051002704012
G24051002704013,231,1378,0,19,24051002704013
G24051002704014,100,498,0,39,24051002704014
G24051002704021,230,227,0,0,24051002704021
G24051002704022,271,445,39,0,24051002704022
G24051002704023,284,205,0,46,24051002704023
G24051002704024,452,617,0,13,24051002704024
G24051002705011,484,179,5,100,24051002705011
G24051002705012,586,149,0,51,24051002705012
G24051002705013,588,374,0,0,24051002705013
G24051002705014,848,487,32,90,24051002705014
G24051002705021,245,545,0,0,24051002705021
G24051002705022,459,589,0,0,24051002705022
G24051002705023,309,662,12,1,24051002705023
G24051002705024,596,551,45,26,24051002705024
G24051002706001,309,112,8,6,24051002706001
G24051002706002,380,511,0,9,24051002706002
G24051002706003,276,314,0,0,24051002706003
G24051002706004,594,379,10,0,24051002706004
G24051002706005,247,941,0,11,24051002706005
G24051002706006,67,363,0,11,24051002706006
G24051002707011,67,2394,0,113,24051002707011
G24051002707021,7,696,0,10,24051002707021
G24051002707022,190,232,0,0,24051002707022
G24051002707023,380,272,0,12,24051002707023
G24051002707031,719,167,6,26,24051002707031
G24051002707032,662,222,41,33,24051002707032
G24051002707033,241,476,0,52,24051002707033
G24051002708011,78,767,0,56,24051002708011
G24051002708012,139,935,0,0,24051002708012
G24051002708013,63,643,0,0,24051002708013
G24051002708014,185,1289,28,25,24051002708014
G24051002708021,86,987,37,53,24051002708021
G24051002708022,0,1194,0,0,24051002708022
G24051002708023,0,747,0,118,24051002708023
G24051002708024,134,1675,0,21,24051002708024
G24051002708025,14,707,0,0,24051002708025
G24051002708031,302,3495,0,8,24051002708031
G24051002708032,60,1378,154,0,24051002708032
G24051002708033,165,1283,12,43,24051002708033
G24051002708041,278,811,12,136,24051002708041
G24051002708042,215,506,35,0,24051002708042
G24051002708043,431,78,18,0,24051002708043
G24051002708044,362,111,13,142,24051002708044
G24051002708051,9,1007,0,26,24051002708051
G24051002708052,35,865,0,104,24051002708052
G24051002708053,43,681,121,0,24051002708053
G24051002708054,43,911,5,11,24051002708054
G24051002708055,339,851,0,34,24051002708055
G24051002709011,34,1088,0,2,24051002709011
G24051002709012,24,972,0,21,24051002709012
G24051002709013,53,1774,0,58,24051002709013
G24051002709021,107,1855,34,28,24051002709021
G24051002709022,105,1778,45,39,24051002709022
G24051002709023,48,1400,0,0,24051002709023
G24051002709031,143,1894,24,72,24051002709031
G24051002709032,322,932,23,176,24051002709032
G24051002709033,10,607,23,146,24051002709033
G24051002710011,16,837,0,0,24051002710011
G24051002710012,5,558,0,5,24051002710012
G24051002710013,24,885,0,7,24051002710013
G24051002710021,33,1242,0,80,24051002710021
G24051002710022,8,917,0,0,24051002710022
G24051002710023,37,310,0,0,24051002710023
G24051002710024,17,618,0,0,24051002710024
G24051002710025,22,791,0,0,24051002710025
G24051002711011,351,384,124,20,24051002711011
G24051002711012,0,0,0,0,24051002711012
G24051002711013,604,361,32,0,24051002711013
G24051002711021,2206,803,214,230,24051002711021
G24051002711022,590,92,5,0,24051002711022
G24051002712001,657,0,8,0,24051002712001
G24051002712002,499,739,30,26,24051002712002
G24051002712003,825,83,29,0,24051002712003
G24051002712004,1213,0,69,61,24051002712004
G24051002712005,729,89,31,69,24051002712005
G24051002712006,769,51,40,13,24051002712006
G24051002713001,1151,160,142,19,24051002713001
G24051002713002,445,52,25,0,24051002713002
G24051002713003,714,18,33,29,24051002713003
G24051002714001,587,135,37,50,24051002714001
G24051002714002,1111,10,81,77,24051002714002
G24051002714003,1212,109,264,58,24051002714003
G24051002715011,623,52,7,8,24051002715011
G24051002715012,418,122,47,0,24051002715012
G24051002715013,611,22,74,27,24051002715013
G24051002715014,688,125,16,126,24051002715014
G24051002715015,810,189,101,14,24051002715015
G24051002715031,830,38,18,21,24051002715031
G24051002716001,0,860,0,0,24051002716001
G24051002716002,20,488,0,73,24051002716002
G24051002716003,27,1175,0,0,24051002716003
G24051002716004,12,743,0,11,24051002716004
G24051002716005,18,569,0,0,24051002716005
G24051002716006,25,624,0,12,24051002716006
G24051002717001,84,386,0,0,24051002717001
G24051002717002,25,383,0,0,24051002717002
G24051002717003,23,1040,29,0,24051002717003
G24051002717004,55,1006,0,0,24051002717004
G24051002717005,0,1012,0,10,24051002717005
G24051002717006,0,818,0,0,24051002717006
G24051002718011,2,422,0,41,24051002718011
G24051002718012,56,1201,0,8,24051002718012
G24051002718013,0,1354,0,0,24051002718013
G24051002718021,0,733,0,0,24051002718021
G24051002718022,0,489,0,0,24051002718022
G24051002718023,6,379,0,7,24051002718023
G24051002718024,0,1263,0,0,24051002718024
G24051002719001,628,104,38,0,24051002719001
G24051002719002,143,276,0,78,24051002719002
G24051002719003,184,941,12,0,24051002719003
G24051002719004,48,637,0,0,24051002719004
G24051002719005,10,925,16,0,24051002719005
G24051002720031,1012,167,0,0,24051002720031
G24051002720032,378,524,105,21,24051002720032
G24051002720033,1105,418,1,1,24051002720033
G24051002720034,1215,186,18,0,24051002720034
G24051002720035,551,160,0,175,24051002720035
G24051002720041,932,409,321,0,24051002720041
G24051002720042,1927,325,250,58,24051002720042
G24051002720051,1213,138,0,24,24051002720051
G24051002720052,661,0,0,13,24051002720052
G24051002720053,992,199,46,0,24051002720053
G24051002720061,1101,1167,0,23,24051002720061
G24051002720062,719,560,0,145,24051002720062
G24051002720071,866,1016,0,282,24051002720071
G24051002720072,461,452,133,0,24051002720072
G24051002720073,194,904,163,179,24051002720073
G24051002801011,158,1042,0,97,24051002801011
G24051002801012,123,1225,0,47,24051002801012
G24051002801013,0,1301,0,0,24051002801013
G24051002801021,94,332,0,0,24051002801021
G24051002801022,12,754,0,59,24051002801022
G24051002801023,0,1468,0,0,24051002801023
G24051002801024,18,1461,0,0,24051002801024
