tractID,geographyName,csa,state,county,CoreLogic total sale amount 2012-16,CoreLogic signle family sale amount 2012-16,CoreLogic commercial sale amount 2012-16,CoreLogic industrial sale amount 2012-16,CoreLogic institutional sale amount 2012-16,CoreLogic land sale amount 2012-16,CoreLogic multifamily sale amount 2012-16,CoreLogic parking sale amount 2012-16,CoreLogic unknown sale amount 2012-16,CoreLogic vacant sale amount 2012-16,CoreLogic total loan amount 2012-16,CoreLogic total loan amount  no outliers 2012-16,CoreLogic residential loan amount 2012-16,CoreLogic commercial loan amount 2012-16,CoreLogic mission loan amount 2012-16,CoreLogic mainstream loan amount 2012-16,CoreLogic price per square foot 2012-16,Permit value 2-12-16,(sum) nfmttlvl,Total population ACS 2012-16,Population under 18 ACS 2012-16,Owner occ housing ACS 2012-16,Renter occ housing ACS 2012-16,Population with poverty status determined ACS 2012-16,Population under poverty determined ACS 2012-16,Population under 200% of poverty determined ACS 2012-16,NH white population ACS 2012-16,NH black population ACS 2012-16,Hispanic population ACS 2012-16,Vacant units for rent ACS 2012-16,Vacant units rented not occupied ACS 2012-16,Total rental units ACS 2012-16,Total jobs private sector LED,Total jobs private sector businesses under 20 emply LED,Total CDBG investment,Total HOME investment,Total State school facilities grant investment,Total CIP investment,Multi-family assisted units,LIHTC units,Public housing units,Assisted units total,Dollar amount of small business loans CRA,AvgAnnualAmt,Small business lending per employment in small business,AnnualCRAperEmp,Poverty rate ACS 2012-16,Share white ACS 2012-16,Share black ACS 2012-16,Share Hispanic ACS 2012-16,non-white count ACS 2012-16,Share non-white ACS 2012-16,Flag for poverty rate under 20%,Flag for poverty rate under 25%,Flag for poverty rate under 30%,Flag for poverty rate under 40%,Flag for share  black pop under 50%,Flag for share  black pop under 75%,Flag for share  non-white pop under 60%,Flag for share  non-white pop under 80%,"per $1,000 assessed value 2015",$ loans per owner-occupied housing unit,"$ loans per $1,000 assessed value of commercial real estate",$ per capita under 200% poverty,"$ permits / $1,000 assessed value",Price per square foot,"$ sales / $1,000 assessed value","CIP $/ $1,000 assessed value",HOME and CDBG $ Per person under 200% poverty,# assisted units as % of total rental stock,# assisted per person under 200% poverty,$ per population under 18 years old,aggregate investment $ across sources,aggregate investment $ Per capita,aggregate investment $ per person under 200% poverty
24510140200,"Census Tract 1402, Baltimore city, Maryland",Upton/Druid Heights,Maryland,Baltimore City,14922533.43,4852218.016,2036779.379,362348.1875,,,7582573.99,,,88613.85938,21517337.96,21517337.96,20552300.31,965037.6563,5067894.884,16449443.08,48.09848404,5119211.753,63440900,2592,1164,110,790,2592,1467,1843,84,2457,21,59,0,849,417,102,,,1018145,,180,29,,209,103,17166.66602,1009.803894,168.3006439,0.565972209,0.032407407,0.947916687,0.008101852,2508,0.967592597,1,1,1,1,1,1,1,1,63440.89844,186839.0938,15.21160126,2749.807373,80.69261169,48.09848404,235.2194519,,,0.246171966,0.113402061,874.6950073,58010416,22380.5625,31476.08008
24510140300,"Census Tract 1403, Baltimore city, Maryland",Upton/Druid Heights,Maryland,Baltimore City,15386736.8,10426491.69,3233093.607,,,,1720792.498,,,6359,24278865.75,24278865.75,20925721.92,3353143.832,1257112.68,23021753.07,43.01954269,3026371.247,90143100,2832,738,270,761,2825,1204,1867,128,2559,27,23,45,829,236,87,933493.57,,,950000,79,119,,198,956,159333.3281,10988.50586,1831.417603,0.426194698,0.04519774,0.903601706,0.009533898,2704,0.954802275,1,1,1,1,1,1,1,1,90143.10156,77502.67188,37.19800949,673.3330078,33.57296371,43.01954269,170.692337,10.53879833,499.9965515,0.238841981,0.106052488,,62475772,22060.6543,33463.1875
24510150100,"Census Tract 1501, Baltimore city, Maryland",Sandtown-Winchester/Harlem Park,Maryland,Baltimore City,3918219.367,3271578.278,566780.168,,,13226.56543,51616.55078,,,15017.80469,12388296.03,12388296.03,11430496.05,957799.9805,2298336.506,10089959.52,37.28560638,3061028.636,69669000,3098,849,350,755,3098,1466,2181,5,3023,0,58,0,813,165,97,54722.24,,2283480,,,73,369,442,652,108666.6641,6721.649414,1120.274902,0.473208517,0.001613945,0.975790858,0,3093,0.998386085,1,1,1,1,1,1,1,1,69669,32658.56055,13.74786472,1053.799438,43.93673706,37.28560638,56.2405014,,25.09043503,0.543665409,0.202659324,2689.611328,30075866,9708.155273,13789.94336
24510150200,"Census Tract 1502, Baltimore city, Maryland",Sandtown-Winchester/Harlem Park,Maryland,Baltimore City,3801762.077,2563825.505,809325.5469,326415.4805,30035.60938,,22711.28247,49448.65234,,,4879850.04,4879850.04,3655231.77,1224618.27,552509.3599,4327340.68,31.36550522,2107904.888,44487900,2846,802,398,414,2841,748,1428,0,2723,0,46,21,481,64,60,535900,,440764,,,,587,587,907,29166.66602,2916.666748,486.1111145,0.263287574,0,0.956781447,0,2846,1,1,1,,,1,1,1,1,44487.89844,9183.999023,27.52699661,386.9113159,47.38153458,31.36550522,85.45609283,,375.2801208,1.220374227,0.411064416,549.5810547,13314415,4678.290527,9323.820313
24510150300,"Census Tract 1503, Baltimore city, Maryland",Greater Rosemont,Maryland,Baltimore City,4015742.235,3977703.065,30035.60938,5000,,,,,,3003.560852,5959798.45,5959798.45,5957467.447,2331.002441,698162.9814,5261635.468,12.83818817,1149998.33,50812300,2059,478,356,319,2031,477,907,0,2030,0,0,0,319,133,16,40000,,42010,,,,,,150,25000,,,0.234859675,0,0.985915482,0,2059,1,1,0,,,1,1,1,1,50812.30078,16734.45898,0.045874767,769.7496948,22.63228226,12.83818817,79.03090668,,44.1014328,,,87.88703156,16015168,7778.129395,17657.29688
24510150400,"Census Tract 1504, Baltimore city, Maryland",Greater Mondawmin,Maryland,Baltimore City,5095949.289,3830964.566,433128.0918,244340.458,,560664.6875,26851.48535,,,,18407643.1,18407643.1,7216522.217,11191120.88,3246586.456,15161056.64,12.56381989,12042712.19,322618000,4240,650,340,805,3658,593,2186,45,3995,14,57,0,862,597,77,67020.83,,1775249,,20,293,,313,3447,514000,40051.94922,6675.324707,0.162110448,0.010613208,0.942216992,0.003301887,4195,0.989386797,,0,,,1,1,1,1,322618,21225.06445,34.68845749,1485.172241,37.32808685,12.56381989,15.79561329,,30.65911674,0.363109052,0.143183902,2731.152344,32565828,7680.619629,14897.45117
24510150500,"Census Tract 1505, Baltimore city, Maryland",Greater Mondawmin,Maryland,Baltimore City,7959482.442,3541420.114,707932.4063,292079.2188,,,3418050.703,,,,72622577.89,72622577.89,9379166.639,63243411.25,906369.6471,71716208.25,35.73994827,18933659.91,167273600,1544,326,218,405,1544,409,819,14,1455,71,8,0,413,1482,248,,,,,,120,,120,4739,607166.6875,14689.5166,2448.252686,0.264896363,0.009067358,0.94235754,0.045984454,1530,0.990932643,1,1,,,1,1,1,1,167273.5938,43023.69922,378.0836487,1106.678467,113.1897736,35.73994827,47.58361435,,,0.290556908,0.146520153,,89965960,58268.10938,109848.5469
24510150600,"Census Tract 1506, Baltimore city, Maryland",Greater Rosemont,Maryland,Baltimore City,7059329.872,5382696.247,895196.3672,140166.1719,,,636265.1504,,,5005.935059,21293769.63,21293769.63,10261561.92,11032207.71,75917.75928,21217851.87,40.24063492,14959759.44,101366500,2733,576,310,716,2733,799,1704,89,2644,0,33,0,749,205,121,,,2065641,710000,80,98,,178,3118,336666.6563,16694.21484,2782.369141,0.292352736,0.032564946,0.967435062,0,2644,0.967435062,1,1,,,1,1,1,1,101366.5,33101.8125,108.8348465,44.55267715,147.5809021,40.24063492,69.64164734,7.004286289,,0.237650201,0.10446009,3586.182373,41393416,15145.7793,24291.91016
24510150701,"Census Tract 1507.01, Baltimore city, Maryland",Greater Mondawmin,Maryland,Baltimore City,6688068.771,6254489.755,258082.75,,,,175496.2656,,,,13704766.35,13704766.35,13704766.35,0,3179188.902,10525577.45,34.55882263,8197390.136,91167300,1540,273,346,232,1540,295,721,65,1405,15,29,0,261,209,26,88866.42,,3788779,14600000,,,,,0,,,,0.191558436,0.042207792,0.912337661,0.009740259,1475,0.957792222,,0,,,1,1,1,1,91167.29688,39609.15234,0,4409.416016,89.91590881,34.55882263,73.36038971,160.1451416,123.2544022,,,13878.31152,52575248,34139.76953,72919.89844
24510150702,"Census Tract 1507.02, Baltimore city, Maryland",Greater Mondawmin,Maryland,Baltimore City,7130391.777,6617340.539,,,,,513051.2383,,,,38123116.96,38123116.96,38123115.96,1.001186967,1581049.193,36542067.77,28.97862244,1762796.06,86717400,2191,454,538,350,2162,513,812,25,2100,12,18,0,368,93,20,,,,,,,,,228,,,,0.237280294,0.011410315,0.95846647,0.005476951,2166,0.988589704,1,0,,,1,1,1,1,86717.39844,70860.8125,1.15454E-05,1947.104858,20.32805443,28.97862244,82.22561646,,,,,,83376848,38054.24219,102680.8438
24510150800,"Census Tract 1508, Baltimore city, Maryland",Forest Park/Walbrook,Maryland,Baltimore City,33376149.16,19614739.42,,,42223.26563,,13714186.47,,,5000,58291861.72,58291861.72,58139247.5,152614.2188,4575759.9,53716101.82,27.95372391,10232889.18,170418900,4371,1023,774,986,4323,1108,2287,29,4179,52,66,0,1052,371,190,162101.23,2000000,,250000,,90,,90,3796,494333.3438,15610.52637,2601.754395,0.256303489,0.006634637,0.956074119,0.011896592,4342,0.993365347,1,1,,,1,1,1,1,170418.9063,75115.30469,0.895523965,2000.769531,60.04550552,27.95372391,195.8476868,1.466973424,945.3875122,0.085551329,0.039352864,,152223152,34825.70313,66560.1875
24510150900,"Census Tract 1509, Baltimore city, Maryland",Forest Park/Walbrook,Maryland,Baltimore City,17459691.14,16818162.53,175000,,,,466528.6016,,,,37376223.53,37376223.53,37367417.09,8806.44043,5444831.243,31931392.29,26.86315155,4763876.796,175294500,2954,632,719,365,2954,645,1118,69,2774,75,69,0,434,20,18,15305.54,,726931,12800000,,40,,40,531,88500,,,0.218347996,0.023358159,0.939065695,0.025389303,2885,0.976641834,1,0,,,1,1,1,1,175294.5,51971.37109,0.050237972,4870.15332,27.1764183,26.86315155,99.60205078,73.01997375,13.69010735,0.092165902,0.035778176,1150.207275,105746088,35797.59375,94585.05469
24510151000,"Census Tract 1510, Baltimore city, Maryland",Dorchester/Ashburton,Maryland,Baltimore City,36854963.85,24333569.8,4935843,1086528.375,330391.6875,5631.676758,6081820.271,,,81179.04761,64443545.79,64443545.79,62827738.6,1615807.186,4417338.868,60026206.92,36.34524155,13259840.29,274791900,4994,1160,782,896,4765,1308,2288,105,4566,101,139,20,1055,469,101,,472261,909790,,,,,,1942,252833.3281,15019.80176,2503.300293,0.274501562,0.021025231,0.914297163,0.020224269,4889,0.97897476,1,1,,,1,1,1,1,274791.9063,80342.375,5.880112171,1930.655151,48.25411606,36.34524155,134.1195374,,206.4077759,,,784.3016968,165510240,33141.81641,72338.39063
24510151100,"Census Tract 1511, Baltimore city, Maryland",Dorchester/Ashburton,Maryland,Baltimore City,44709639.08,43555412.65,,,,7000,525000,472213.0762,,150013.3594,208757759.2,99846871.19,82993881.28,16852989.91,8002623.13,91844248.06,50.4006958,4533066.199,355662500,6962,1752,1592,1043,6876,1079,2586,51,6848,0,81,0,1124,221,48,,52000,1953254,,99,,,99,1491,248500,,,0.156922624,0.007325481,0.983625412,0,6911,0.99267453,,0,,,1,1,1,1,355662.5,52131.83594,47.38478088,3094.595215,12.74541473,50.4006958,125.708046,,20.10827446,0.08807829,0.038283061,1114.870972,229557120,32972.87109,88769.1875
24510151200,"Census Tract 1512, Baltimore city, Maryland",Southern Park Heights,Maryland,Baltimore City,9529364.494,6631738.244,,,,,2897626.25,,,,16692703.91,16692703.91,15393840.03,1298863.875,4409574.4,12283129.51,41.85544586,5995849.629,71113400,4783,858,529,1174,4765,1504,2918,94,4519,128,0,0,1174,81,69,75405.87,,328218,,301,379,,680,0,,,,0.315634847,0.019652937,0.94480449,0.026761446,4689,0.980347037,1,1,1,,1,1,1,1,71113.39844,29099.88672,18.26468658,1511.163208,84.3139267,41.85544586,134.0023804,,25.84162712,0.579216361,0.233036324,382.5384521,42019528,8785.182617,14400.1123
24510151300,"Census Tract 1513, Baltimore city, Maryland",Southern Park Heights,Maryland,Baltimore City,7988483.745,5444986.499,1354458.185,877418.2344,233311.3438,2002.373901,,76307.10938,,,27978223.37,27978223.37,20692376.49,7285846.883,10247795.24,17730428.14,24.42885971,10842358.99,75266300,4606,1244,675,862,4547,2015,2939,107,4224,178,29,0,891,486,132,,550000,,90000,248,187,,435,7003,1044833.313,47492.42578,7915.403809,0.443149328,0.023230569,0.917064726,0.038645245,4499,0.976769447,1,1,1,1,1,1,1,1,75266.29688,30655.37305,96.80091858,3486.830566,144.0533142,24.42885971,106.1362686,1.19575429,187.1384888,0.488215476,0.148009524,,57306088,12441.61719,19498.49805
24510160100,"Census Tract 1601, Baltimore city, Maryland",Sandtown-Winchester/Harlem Park,Maryland,Baltimore City,11109855.95,3412304.363,166870.6563,,155403.3633,,7375277.563,,,,8629983.376,8629983.376,7497351.455,1132631.922,399435.9248,8230547.452,28.15198898,9363563.052,55017300,2351,378,379,703,2333,905,1618,43,2113,18,108,55,866,69,30,,460000,,,262,108,75,445,685,114166.6641,,,0.387912571,0.018290089,0.898766458,0.007656316,2308,0.981709898,1,1,1,,1,1,1,1,55017.30078,19781.92969,20.58683205,246.870163,170.1930695,28.15198898,201.9338531,,284.3016052,0.513856828,0.275030911,,27697876,11781.31641,17118.58789
24510160200,"Census Tract 1602, Baltimore city, Maryland",Sandtown-Winchester/Harlem Park,Maryland,Baltimore City,1729501.122,1311926.095,,,,,417575.0264,,,,24338137.84,24338137.84,24095540.05,242597.7813,522562.5706,23815575.26,32.90359497,2501862.3,61505800,2469,672,393,483,2413,732,1346,10,2456,3,114,0,597,15,13,,,538946,,119,84,35,238,101,10000,,,0.303356826,0.004050223,0.994734704,0.001215067,2459,0.995949805,1,1,1,,1,1,1,1,61505.80078,61311.80859,3.944307327,388.2337036,40.67684937,32.90359497,28.11931801,,,0.398659974,0.176820204,802.0029907,50702224,20535.5293,37668.8125
24510160300,"Census Tract 1603, Baltimore city, Maryland",Sandtown-Winchester/Harlem Park,Maryland,Baltimore City,2319387.25,1420784.261,412203.0313,,,,486399.957,,,,10433165.18,10433165.18,4537312.871,5895852.313,733179.7607,9699985.423,9.669166565,11741065.92,22855500,1303,143,111,336,1232,485,893,51,1248,0,69,0,405,385,22,,,,4350000,,96,,96,489,81500,,,0.39366883,0.039140444,0.957789719,0,1252,0.960859537,1,1,1,,1,1,1,1,22855.5,40876.69141,257.9620667,821.0299683,513.7085571,9.669166565,101.480484,190.3261871,,0.237037033,0.107502803,,21640356,16608.10156,24233.32227
24510160400,"Census Tract 1604, Baltimore city, Maryland",Sandtown-Winchester/Harlem Park,Maryland,Baltimore City,3135005.115,2540588.863,336990.502,,257425.75,,,,,,3702905.097,3702905.097,3544489.253,158415.8438,494176.3612,3208728.735,29.23976517,2385287.638,26279200,2795,889,317,480,2788,1053,1674,14,2732,0,124,0,604,68,66,,,346027,,,,,,96,16000,1454.54541,242.4242401,0.377690107,0.005008945,0.977459729,0,2781,0.994991064,1,1,1,,1,1,1,1,26279.19922,11181.35449,6.028183937,295.2069092,90.76713562,29.23976517,119.2960663,,,,,389.23172,10728523,3838.469727,6408.914551
24510160500,"Census Tract 1605, Baltimore city, Maryland",Greater Rosemont,Maryland,Baltimore City,8266923.715,6876394.184,,563634.8125,,563634.8125,152614.2188,110645.6875,,,5954952427,25463275.44,15843723.42,9619552.023,1921214.811,23542060.63,17.74463654,5044326.852,141458300,4583,1125,911,652,4546,1168,2411,0,4480,103,22,0,674,189,69,250231.6,,259984,2100000,,,,,4369,498666.6563,43362.32031,7227.053223,0.256929159,0,0.977525651,0.022474362,4583,1,1,1,,,1,1,1,1,141458.2969,17391.57422,68.00273895,796.8539429,35.65946198,17.74463654,58.44071198,14.84536457,103.787468,,,231.0968933,52188504,11387.41113,21646
24510160600,"Census Tract 1606, Baltimore city, Maryland",Greater Rosemont,Maryland,Baltimore City,2442004.642,2264162.068,152100,,,,25742.57422,,,,11163485.75,11163485.75,6796279.65,4367206.102,959777.3742,10203708.38,10.90101624,2221353.49,72069400,3054,665,504,625,3017,1093,1807,53,2852,91,21,20,666,149,43,52286.58,,31228,66667,,,203,203,2553,392166.6563,,,0.362280399,0.017354289,0.933857262,0.029796988,3001,0.98264569,1,1,1,,1,1,1,1,72069.39844,13484.68164,60.59723282,531.144104,30.82242393,10.90101624,33.88407135,0.925038934,28.93557167,0.304804802,0.112340897,46.95940018,20554506,6730.355469,11374.93457
24510160700,"Census Tract 1607, Baltimore city, Maryland",Greater Rosemont,Maryland,Baltimore City,5198299.798,4415735.485,387005.5215,199415.9063,,,196142.8848,,,,11270834.39,11270834.39,10301106.17,969728.2178,1616617.972,9654216.419,13.26113892,3188066.148,84480700,4193,1077,633,921,4193,1558,2733,49,4053,40,52,0,973,20,19,,,517694,,,,136,136,500,83333.33594,,,0.37157166,0.011686143,0.966611028,0.009539709,4144,0.988313854,1,1,1,,1,1,1,1,84480.70313,16273.46973,11.47869492,591.5177612,37.73721313,13.26113892,61.53239441,,,0.13977389,0.049762167,480.6815186,27288434,6508.092773,9984.791016
24510160801,"Census Tract 1608.01, Baltimore city, Maryland",Edmondson Village,Maryland,Baltimore City,11708593.1,11706090.14,,,,2502.967529,,,,,27038391.07,27038391.07,27038391.07,0,2907409.482,24130981.59,44.20513535,1599017.49,106067200,3048,739,739,473,3042,558,1249,21,2965,21,52,0,525,17,2,,,81123,,,134,,134,0,,,,0.183431953,0.006889764,0.972769022,0.006889764,3027,0.99311024,,0,,,1,1,1,1,106067.2031,36587.80859,0,2327.789795,15.07551289,44.20513535,110.388443,,,0.255238086,0.107285827,109.7740173,65866500,21609.74414,52735.38672
24510160802,"Census Tract 1608.02, Baltimore city, Maryland",Edmondson Village,Maryland,Baltimore City,11051857.08,11051857.08,,,,,,,,,20763063.75,20763063.75,19901677.62,861386.125,3182675.422,17580388.33,36.94444275,2754787.882,105191500,3231,861,759,270,3177,407,1555,45,3064,85,0,0,270,48,15,,,,35700000,,,,,931,10166.66699,,,0.128108278,0.013927577,0.948313236,0.026307644,3186,0.986072421,,0,,,1,1,1,1,105191.5,26220.91992,8.188742638,2046.736572,26.18831253,36.94444275,105.0641632,339.3810425,,,,,87417536,27055.87695,56217.06641
24510170100,"Census Tract 1701, Baltimore city, Maryland",Downtown/Seton Hill,Maryland,Baltimore City,13126125.28,4485052.77,2431380.938,1873466.898,76090,423445.125,3641555.578,39603.96094,,155530.0066,35197400.04,35197400.04,11719589.84,23477810.2,590761.6522,34606638.39,61.89040375,26512451.43,190974200,1594,190,155,829,1541,429,753,454,1051,31,36,0,865,2127,207,,,,150000,264,208,,472,3173,508833.3438,14748.79199,2458.13208,0.278390646,0.284818053,0.659347534,0.01944793,1140,0.715181947,1,1,,,1,0,1,,190974.2031,75610.25781,122.9370728,784.5440063,138.8273926,61.89040375,68.73245239,0.785446405,,0.545664728,0.626826048,,60196288,37764.29688,79941.95313
24510170200,"Census Tract 1702, Baltimore city, Maryland",Upton/Druid Heights,Maryland,Baltimore City,13226127.28,1408712.829,1506985.852,,,1857.82373,10308570.78,,,,44511199.63,44511199.63,30886371.74,13624827.9,978635.9473,43532563.69,24.35617447,74407276.4,208939600,3001,856,70,1248,3001,1560,2624,199,2675,6,204,13,1465,457,66,,,10010268,,299,261,950,1510,60,10000,909.0908813,151.515152,0.51982671,0.066311233,0.891369522,0.001999334,2802,0.93368876,1,1,1,1,1,1,1,1,208939.5938,441233.875,65.20941162,372.95578,356.1185913,24.35617447,63.30120087,,,1.030716777,0.575457335,11694.23828,98634032,32867.05469,37589.1875
24510170300,"Census Tract 1703, Baltimore city, Maryland",Upton/Druid Heights,Maryland,Baltimore City,3225901.577,3210640.155,,,,,15261.42188,,,,22277450.73,22277450.73,21970520.04,306930.6875,1074045.33,21203405.4,56.08900452,2657865.403,41255000,1827,411,293,468,1827,567,1133,22,1745,8,52,0,520,23,19,,,451530,300000,262,1,,263,390,27166.66602,,,0.310344815,0.012041599,0.955117702,0.004378763,1805,0.987958431,1,1,1,,1,1,1,1,41255,74984.71094,7.439842224,947.9658813,64.42529297,56.08900452,78.19419861,7.271845818,,0.505769253,0.2321271,1098.613159,48225792,26396.16406,42564.6875
24510180100,"Census Tract 1801, Baltimore city, Maryland",Poppleton/The Terraces/Hollins Market,Maryland,Baltimore City,18305364.87,1254004.513,970609.875,,,14662754.5,690202.6094,,,727793.375,17982684.95,17982684.95,2525885,15456799.95,13200894.7,4781790.246,117.7862473,198420767.7,87953600,2280,1004,80,872,2280,1336,2108,5,2215,55,56,0,928,156,61,,2950000,,,96,410,589,1095,571,70166.66406,6901.63916,1150.273193,0.585964918,0.002192982,0.971491218,0.024122806,2275,0.997807026,1,1,1,1,1,1,1,1,87953.60156,31573.5625,175.7381134,6262.28418,2255.970947,117.7862473,208.1252441,,1399.430786,1.179956913,0.519449711,,41764508,18317.76758,19812.38477
24510180200,"Census Tract 1802, Baltimore city, Maryland",Poppleton/The Terraces/Hollins Market,Maryland,Baltimore City,7719227.887,638537.062,1581054.844,,5175693.07,209302.4781,42325.57031,,,72314.8623,86565061.8,86565061.8,1849663.039,84715398.76,11646307.08,74918754.71,23.82078362,9749984.002,33156500,963,171,101,290,833,339,540,74,817,27,32,21,343,464,54,,,22480,,130,8,,138,1931,298000,33111.10938,5518.518555,0.406962782,0.076843195,0.84839046,0.028037382,889,0.923156798,1,1,1,1,1,1,1,1,33156.5,18313.49609,2555.016357,21567.23438,294.0595093,23.82078362,232.8119049,,,0.402332366,0.25555557,131.4619904,96158360,99852.91406,178071.0313
24510180300,"Census Tract 1803, Baltimore city, Maryland",Poppleton/The Terraces/Hollins Market,Maryland,Baltimore City,26846765.85,17524894.88,5923283.329,808166.4746,1651729.547,1270,253597.9688,,,683823.6543,33484047.6,33484047.6,26069119.06,7414928.532,3602315.791,29881731.81,61.35609818,18526757.37,114969300,1820,241,252,655,1820,658,899,644,1049,21,58,32,745,257,111,54303.27,,2325367,,66,,,66,7032,890666.6875,48144.14453,8024.024414,0.36153847,0.353846163,0.576373637,0.011538462,1176,0.646153867,1,1,1,,1,0,1,,114969.2969,103448.8828,64.49485779,4007.025391,161.1452637,61.35609818,233.5124817,,60.40408325,0.088590607,0.073414907,9648.826172,88786632,48783.86328,98761.54688
24510190100,"Census Tract 1901, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,8824640.879,1254251.964,631453.8994,,1007229.383,131234.1306,4561674.377,1238797.125,,,8872363.594,8872363.594,5983855.536,2888508.059,590879.8517,8281483.743,15.23620987,3166191.035,54199100,2121,677,185,636,2115,819,1396,40,1923,127,141,104,881,116,49,52471.22,500000,1056549,210000,137,119,,256,1423,136500,,,0.387234032,0.018859029,0.906647801,0.059877418,2081,0.981140971,1,1,1,,1,1,1,1,54199.10156,32345.16602,53.29439163,423.2663574,58.41777802,15.23620987,162.8189545,3.874603033,395.7530518,0.290578902,0.183381096,1560.633667,25501304,12023.24609,18267.41016
24510190200,"Census Tract 1902, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,13687321.51,12281250.93,1036273.741,,,2252.670654,367544.1719,,,,22474139.64,22474139.64,20432062.23,2042077.414,1308058.452,21166081.19,36.00074768,6778773.396,89400000,2084,514,235,488,2068,684,1028,495,1235,204,101,6,595,63,59,,,,,,,,,931,131166.6719,13338.9834,2223.163818,0.33075434,0.237523988,0.592610359,0.097888678,1589,0.762476027,1,1,1,,1,0,1,,89400,86944.94531,22.84202957,1272.43042,75.82520294,36.00074768,153.1020355,,,,,,56594456,27156.64844,55052.97266
24510190300,"Census Tract 1903, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,8550698.3,7261488.029,357894.6777,576843.2021,103233.1016,,167188.4883,54613.8623,,29436.93896,22874738.91,22874738.91,13054179.62,9820559.292,420746.3614,22453992.55,29.76190567,2276206.994,75168900,2372,525,230,643,2303,835,1597,511,1532,222,101,0,744,134,52,,,310442,,84,124,,208,2283,380500,43903.84766,7317.307617,0.362570554,0.215430021,0.64586848,0.093591906,1861,0.784569979,1,1,1,,1,0,1,,75168.89844,56757.30078,130.6465759,263.4604492,30.28123474,29.76190567,113.7531433,,,0.279569894,0.13024421,591.3181152,44792344,18883.78711,28047.80469
24510200100,"Census Tract 2001, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,2174514.416,2134585.632,9405.94043,,,,30522.84375,,,,4927523.866,4927523.866,4462177.323,465346.543,941964.417,3985559.449,7.148207188,2578862.204,53635800,1649,401,189,347,1638,778,957,26,1621,2,45,40,432,964,18,277278.63,,14503,,,30,,30,85,4166.666504,,,0.474969476,0.015767131,0.983020008,0.001212856,1623,0.984232843,1,1,1,1,1,1,1,1,53635.80078,23609.4043,8.67604351,984.2888184,48.08098602,7.148207188,40.54222107,,289.7373352,0.069444448,0.031347964,36.16708374,11856083,7189.862305,12388.80176
24510200200,"Census Tract 2002, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,6593028.111,2433295.891,451726.293,3606412.613,,,14752.70801,86840.60547,,,7976587.715,7976587.715,5023061.258,2953526.457,931126.4991,7045461.216,14.49275398,2502969.034,62253100,2686,770,348,545,2686,1040,1700,65,2551,0,270,46,861,328,140,,,1084663,,,89,,89,4501,502500,21535.71484,3589.285645,0.387192845,0.024199553,0.949739397,0,2621,0.975800455,1,1,1,,1,1,1,1,62253.10156,14434.08398,47.44384384,547.7214966,40.20633316,14.49275398,105.9068222,,,0.103368178,0.052352943,1408.653198,20681844,7699.867676,12165.79102
24510200300,"Census Tract 2003, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,4154979.339,1907637.752,1166160.104,250849.5508,686080.7246,5005.500732,72237.39844,41293.23828,,25715.07153,66671315.51,66671315.51,63976336.33,2694979.18,0,66671315.51,21.43903542,1839758.292,21214800,1744,655,95,430,1744,763,1231,219,1265,121,61,48,539,116,51,64453.74,,,,,,,,870,145000,17058.82422,2843.137207,0.4375,0.125573397,0.725344062,0.06938073,1525,0.874426603,1,1,1,1,1,0,1,1,21214.80078,673435.125,127.0329742,0,86.72050476,21.43903542,195.8528595,,52.35884476,,,,134867936,77332.53125,109559.6563
24510200400,"Census Tract 2004, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,3087396.113,1108524.569,242376.2422,426426.5352,,,1260295,44483.14063,,5290.625977,2730206.203,2730206.203,2441400.583,288805.6196,100864.6038,2629341.599,24.85907555,1924626.781,25580400,1667,539,195,363,1652,641,1246,64,1459,41,108,50,521,173,110,,,,,35,60,384,479,2616,269500,14700,2450,0.388014525,0.03839232,0.875224948,0.024595082,1603,0.961607695,1,1,1,,1,1,1,1,25580.40039,12520.00293,11.29011345,80.95072174,75.23833466,24.85907555,120.6938171,,,0.919385791,0.38443017,,8261618.5,4955.97998,6630.512207
24510200500,"Census Tract 2005, Baltimore city, Maryland",Southwest Baltimore,Maryland,Baltimore City,9637935.403,3232417.019,442505.6655,931149.2188,5031863.5,,,,,,26424739,26424739,6637866.406,19786872.59,234049.7314,26190689.27,13.83660412,8042188.696,80447800,3324,993,383,759,3324,1527,2279,874,1736,422,39,114,912,956,171,,1500000,424530,,112,101,,213,6558,772333.3125,27099.41602,4516.568848,0.459386289,0.262936234,0.522262335,0.126955479,2450,0.737063766,1,1,1,1,1,0,1,,80447.79688,17331.24414,245.9591675,102.6984329,99.96779633,13.83660412,119.8035965,,658.1834106,0.233552635,0.093462043,427.522644,44631624,13427.08301,19583.86328
