tractID,geographyName,csa,state,county,CoreLogic total sale amount 2012-16,CoreLogic signle family sale amount 2012-16,CoreLogic commercial sale amount 2012-16,CoreLogic industrial sale amount 2012-16,CoreLogic institutional sale amount 2012-16,CoreLogic land sale amount 2012-16,CoreLogic multifamily sale amount 2012-16,CoreLogic parking sale amount 2012-16,CoreLogic unknown sale amount 2012-16,CoreLogic vacant sale amount 2012-16,CoreLogic total loan amount 2012-16,CoreLogic total loan amount  no outliers 2012-16,CoreLogic residential loan amount 2012-16,CoreLogic commercial loan amount 2012-16,CoreLogic mission loan amount 2012-16,CoreLogic mainstream loan amount 2012-16,CoreLogic price per square foot 2012-16,Permit value 2-12-16,(sum) nfmttlvl,Total population ACS 2012-16,Population under 18 ACS 2012-16,Owner occ housing ACS 2012-16,Renter occ housing ACS 2012-16,Population with poverty status determined ACS 2012-16,Population under poverty determined ACS 2012-16,Population under 200% of poverty determined ACS 2012-16,NH white population ACS 2012-16,NH black population ACS 2012-16,Hispanic population ACS 2012-16,Vacant units for rent ACS 2012-16,Vacant units rented not occupied ACS 2012-16,Total rental units ACS 2012-16,Total jobs private sector LED,Total jobs private sector businesses under 20 emply LED,Total CDBG investment,Total HOME investment,Total State school facilities grant investment,Total CIP investment,Multi-family assisted units,LIHTC units,Public housing units,Assisted units total,Dollar amount of small business loans CRA,AvgAnnualAmt,Small business lending per employment in small business,AnnualCRAperEmp,Poverty rate ACS 2012-16,Share white ACS 2012-16,Share black ACS 2012-16,Share Hispanic ACS 2012-16,non-white count ACS 2012-16,Share non-white ACS 2012-16,Flag for poverty rate under 20%,Flag for poverty rate under 25%,Flag for poverty rate under 30%,Flag for poverty rate under 40%,Flag for share  black pop under 50%,Flag for share  black pop under 75%,Flag for share  non-white pop under 60%,Flag for share  non-white pop under 80%,"per $1,000 assessed value 2015",$ loans per owner-occupied housing unit,"$ loans per $1,000 assessed value of commercial real estate",$ per capita under 200% poverty,"$ permits / $1,000 assessed value",Price per square foot,"$ sales / $1,000 assessed value","CIP $/ $1,000 assessed value",HOME and CDBG $ Per person under 200% poverty,# assisted units as % of total rental stock,# assisted per person under 200% poverty,$ per population under 18 years old,aggregate investment $ across sources,aggregate investment $ Per capita,aggregate investment $ per person under 200% poverty
24510260501,"Census Tract 2605.01, Baltimore city, Maryland",Orangeville/East Highlandtown,Maryland,Baltimore City,59351354.07,33144461.68,10032480.58,12236186,812585.5625,,,3125640.25,,,314491248,110972160,49962007.85,61010152.16,2888287.267,108083872.7,82.08729553,101796570.6,745080200,5806,1428,1072,835,5581,626,2572,3084,540,1977,118,0,953,8257,417,53022.57,,788427,12790000,105,,,105,17450,2612833.25,37594.72266,6265.787109,0.112166278,0.53117466,0.093007237,0.340509832,2722,0.46882534,,0,,,,0,,,745080.1875,46606.35156,81.88401031,1122.973267,136.6249847,82.08729553,79.6576767,17.16593742,20.61530685,0.110178381,0.040824261,552.119751,233934432,40291.83984,90954.28906
24510260604,"Census Tract 2606.04, Baltimore city, Maryland",Southeastern,Maryland,Baltimore City,2738692.405,2699836.765,,,,,,,,38855.64063,25688503.65,25688503.65,5122092.804,20566410.85,20855211.28,4833292.373,57.11657715,24255092.5,29974300,1445,696,133,348,1438,617,1094,183,990,224,71,0,419,183,1,,1500000,,,6,76,304,386,25,4166.666504,,,0.429068148,0.126643598,0.685121119,0.155017301,1262,0.873356402,1,1,1,1,1,0,1,1,29974.30078,38511.97656,686.1348267,19063.26367,809.1962891,57.11657715,91.3680191,,1371.115234,0.921241045,0.352833629,,35049316,24255.58203,32037.76563
24510260605,"Census Tract 2606.05, Baltimore city, Maryland",Southeastern,Maryland,Baltimore City,148707758.6,22328397.1,19346907.45,90698485.84,190971.25,14170423.69,,837251.4688,,1135321.751,203884943.5,203884943.5,46100993.09,157783950.5,6469093.237,197415850.3,66.94381714,286462168.8,639327200,4099,1085,924,796,4090,1094,2056,2113,844,1068,50,0,846,11858,932,,,25883,22932000,,56,,56,53706,6909666.5,44482.83203,7413.805176,0.267481655,0.515491605,0.205903873,0.260551363,1986,0.484508425,1,1,,,,0,,,639327.1875,49892.85156,246.796875,3146.446045,448.0681763,66.94381714,232.6004028,35.86895752,,0.066193856,0.027237354,23.855299,421705280,102880.0391,205109.5781
24510260700,"Census Tract 2607, Baltimore city, Maryland",Orangeville/East Highlandtown,Maryland,Baltimore City,45684260.38,36302866.1,774382.9727,6607743.719,,123879.7188,,485000,,1390387.875,71937929.39,71937929.39,49496532.19,22441397.2,1206793.264,70731136.13,90.1833725,45822694.82,152298300,2249,621,475,284,2238,502,902,934,74,863,83,0,367,778,365,,,,,,,,,14718,1872500,30780.82227,5130.137207,0.224307418,0.41529569,0.032903511,0.38372609,1315,0.58470434,1,0,,,,0,,,152298.2969,104203.2266,147.351593,1337.908325,300.8746338,90.1833725,299.9656677,,,,,,167133440,74314.55469,185292.0625
24510260800,"Census Tract 2608, Baltimore city, Maryland",Highlandtown,Maryland,Baltimore City,36119644.85,25480077.7,9785734.75,608647.8906,,,138798.3711,,,106386.1406,53193803.21,53193803.21,36071799.75,17122003.46,2209624.119,50984179.09,59.23669052,5478971.036,148144500,2440,546,349,588,2440,655,1461,1004,389,951,60,0,648,716,156,,,8530,,,1,,1,7603,986000,37923.07813,6320.512695,0.268442631,0.41147542,0.159426227,0.389754087,1436,0.58852458,1,1,,,,0,,,148144.5,103357.5938,115.5763702,1512.405273,36.98396683,59.23669052,243.8136139,,,0.00154321,0.000684463,15.62271023,125401376,51394.00781,85832.5625
24510260900,"Census Tract 2609, Baltimore city, Maryland",Highlandtown,Maryland,Baltimore City,146998057.9,128354933.1,12575599.09,3472085.781,400000,,140544.5547,1935295.344,,119600,294431755.9,294431755.9,220076593,74355162.85,4776555.937,289655199.9,175.0314026,65514360.74,382579100,2852,361,674,729,2785,222,481,2479,136,119,137,0,866,2300,369,130140.64,,,,,,,,22997,2750833.25,44728.99609,7454.83252,0.079712749,0.869214594,0.047685836,0.041725107,373,0.130785421,,0,,,,0,,,382579.0938,326523.125,194.3524017,9930.469727,171.2439575,175.0314026,384.229187,,270.5626526,,,,661659520,231998.4219,1375591.5
24510261000,"Census Tract 2610, Baltimore city, Maryland",Patterson Park North & East,Maryland,Baltimore City,62045630.87,59916252.88,1173081.9,711852.5547,,,,18065.79297,,226377.75,84807861.34,84807861.34,78771951.18,6035910.16,1295490.282,83512371.06,94.04519653,9393732.344,172453900,3184,742,543,451,3184,588,1273,1495,703,900,86,0,537,223,56,,,1187761,,,1,,1,1959,326500,34982.14453,5830.356934,0.184673369,0.469535172,0.220791459,0.282663316,1689,0.530464828,,0,,,,0,,,172453.9063,145068.0469,35.00013733,1017.667175,54.47097397,94.04519653,359.7809448,,,0.001862197,0.000785546,1600.756104,226815152,71235.91406,178173.7188
24510261100,"Census Tract 2611, Baltimore city, Maryland",Highlandtown,Maryland,Baltimore City,159220761.2,153857727.9,5206292.117,51616.55078,,,105124.6328,,,,218525177.1,218525177.1,201790289.5,16734887.58,753554.5187,217771622.6,202.1691742,23658970.95,261628700,1958,228,627,279,1942,202,342,1682,121,95,31,0,310,194,187,295770.77,,,,,,,,5466,811666.6875,26042.78125,4340.463379,0.104016475,0.859039843,0.061797753,0.048518896,276,0.140960157,,0,,,,0,,,261628.7031,321834.5938,63.96426392,2203.375732,90.42957306,202.1691742,608.5752563,,864.8268433,,,,579837376,296137.5625,1695430.875
24510270101,"Census Tract 2701.01, Baltimore city, Maryland",Lauraville,Maryland,Baltimore City,16954406.17,16820465.6,108910.8906,,,,,,,25029.67383,33120591.84,33120591.84,33120591.84,0,1537406.664,31583185.17,88.67709351,1962150.965,91933200,1659,407,419,179,1659,481,666,686,817,47,0,0,179,31,27,,,,,,,,,952,58666.66797,,,0.289933681,0.413502097,0.492465347,0.028330319,973,0.586497903,1,1,,,,0,,,91933.20313,79046.75781,0,2308.418457,21.34322357,88.67709351,184.420929,,,,,,83196544,50148.60938,124919.7344
24510270102,"Census Tract 2701.02, Baltimore city, Maryland",Lauraville,Maryland,Baltimore City,34359551.09,33403332.68,806040.3555,150178.0469,,,,,,,74566130.93,74566130.93,73460458.28,1105672.645,10598942.59,63967188.34,70.5651474,3676535.196,191876600,3764,821,1071,242,3734,333,863,927,2410,38,0,39,281,87,37,,,,,,,,,386,64333.33203,,,0.089180507,0.246280551,0.640276313,0.010095643,2837,0.753719449,,0,,,1,0,1,,191876.5938,68590.53125,5.762415409,12281.50977,19.16093636,70.5651474,179.0710907,,,,,,182386528,48455.50781,211340.125
24510270200,"Census Tract 2702, Baltimore city, Maryland",Lauraville,Maryland,Baltimore City,17777542.59,16131615.06,713071.3989,306930.6875,395468.8594,,170334.6094,,,60121.96777,42459401.22,42459401.22,40041247.65,2418153.576,2498031.355,39961369.87,77.67920685,2777396.502,119542500,1648,278,482,219,1638,159,399,824,616,52,0,0,219,461,120,,,,,,,,,3334,459333.3438,22966.66602,3827.777832,0.097069599,0.5,0.37378642,0.031553399,824,0.5,,0,,,,0,,,119542.5,83073.125,20.22840118,6260.72998,23.23354912,77.67920685,148.71315,,,,,,100281528,60850.44141,251332.1563
24510270301,"Census Tract 2703.01, Baltimore city, Maryland",Lauraville,Maryland,Baltimore City,29598995.31,29157755.9,330057.3594,,,,80521.82031,30660.23047,,,64783508.3,64783508.3,56783968.46,7999539.844,3780411.869,61003096.43,86.78800964,3898045.983,182340700,3197,551,943,235,3045,343,624,1060,1755,192,20,0,255,486,106,,,,,10,,,10,611,60000,3396.226318,566.0377197,0.112643681,0.33156085,0.548952162,0.060056303,2137,0.66843915,,0,,,1,0,1,,182340.7031,60216.29688,43.87138748,6058.352539,21.37781525,86.78800964,162.3279724,,,0.039215688,0.016025642,,151167072,47284.03906,242254.9219
24510270302,"Census Tract 2703.02, Baltimore city, Maryland",Lauraville,Maryland,Baltimore City,20536577.04,18467529.73,1831697.239,,,,41500,44495.51953,,151354.5508,39758059.02,39758059.02,34778036.45,4980022.57,2268913.177,37489145.85,81.30288696,2237227.917,89030000,1926,368,493,172,1889,230,409,744,896,115,7,18,197,184,76,,,,,10,,,10,4916,669000,52815.78906,8802.631836,0.121757545,0.386292845,0.465212882,0.059709243,1182,0.613707185,,0,,,,0,1,,89030,70543.6875,55.93645477,5547.464844,25.12892151,81.30288696,230.6703033,,,0.05076142,0.024449877,,95077584,49365.30859,232463.5313
24510270401,"Census Tract 2704.01, Baltimore city, Maryland",Hamilton,Maryland,Baltimore City,41859569.46,38412095.29,2970920.578,,,,90106.82813,,,386446.7578,81398019.33,81398019.33,75831152.08,5566867.254,7779104.195,73618915.14,62.70656967,7149634.311,271695100,6224,1778,1785,450,6063,896,2063,1169,4650,113,41,0,491,483,96,,,644917,,6,68,,74,8793,1267333.375,79208.33594,13201.38965,0.147781625,0.187821344,0.747107983,0.018155526,5055,0.812178671,,0,,,1,0,1,1,271695.0938,42482.4375,20.48939133,3770.772705,26.31491852,62.70656967,154.0681763,,,0.150712833,0.035870094,362.720459,199742448,32092.29492,96821.35156
24510270402,"Census Tract 2704.02, Baltimore city, Maryland",Hamilton,Maryland,Baltimore City,37317298.22,33722779.99,3209380.094,,,123762.375,201304.5469,,,60071.21875,69086795.39,69086795.39,64380513.59,4706281.801,5647299.408,63439495.98,85.84191895,5404864.303,205421400,3073,636,940,186,3073,300,840,1237,1494,59,58,0,244,347,188,115630.88,,459645,,,,,,4521,578500,18462.76563,3077.127686,0.097624473,0.40253824,0.486169875,0.019199479,1836,0.59746176,,0,,,,0,,,205421.4063,68489.90625,22.9103775,6722.975586,26.31110573,85.84191895,181.6621704,,137.6558075,,,722.7122803,171364416,55764.53516,204005.25
24510270501,"Census Tract 2705.01, Baltimore city, Maryland",Harford/Echodale,Maryland,Baltimore City,49156418.74,47244556.33,967712.9219,,502029.6875,,,,,442119.7969,83551049.85,83551049.85,78755781.27,4795268.586,3450929.543,80100120.31,110.7155533,79378419.04,272135500,4008,819,1354,277,3999,271,1140,2506,1189,241,0,0,277,828,159,103430,,1369703,,,,,,3220,536666.6875,20251.57227,3375.262207,0.067766942,0.625249505,0.296656698,0.060129739,1502,0.374750495,,0,,,,0,,,272135.5,58165.27344,17.62088585,3027.131104,291.6871033,110.7155533,180.6321411,,90.72807312,,,1672.409058,212939584,53128.64063,186789.1094
24510270502,"Census Tract 2705.02, Baltimore city, Maryland",Hamilton,Maryland,Baltimore City,59587777.03,46527346.14,3191932.578,,442581.2188,,5955620,400990.0938,,3069307,92164692.81,92164692.81,85220793.35,6943899.457,6158965.358,86005727.45,83.01037598,4910528.461,236304600,4151,965,1278,493,4123,553,956,1609,2347,27,55,0,548,408,201,,,,,,,,,5060,609666.6875,18199.00586,3033.16748,0.134125635,0.387617439,0.565405905,0.006504457,2542,0.612382531,,0,,,1,0,1,,236304.5938,66682.9375,29.38537598,6442.432617,20.78050423,83.01037598,252.1651306,,,,,,236978320,57089.45313,247885.2656
24510270600,"Census Tract 2706, Baltimore city, Maryland",Harford/Echodale,Maryland,Baltimore City,50120236.71,48132041.36,1100972.24,,700594.0625,,,,,186629.0439,93847375.4,93847375.4,90318669.66,3528705.74,7531783.822,86315591.58,81.19238281,5991872.296,236350700,4686,933,1433,377,4686,621,1530,1873,2620,37,78,0,455,500,100,,,,,31,30,212,273,1801,188666.6719,11320,1886.666748,0.132522404,0.399701238,0.559112251,0.00789586,2813,0.600298762,,0,,,1,0,1,,236350.7031,63027.68359,14.92995644,4922.734375,25.35161591,81.19238281,212.0587616,,,0.600000024,0.178431377,,234288096,49997.46094,153129.4688
24510270701,"Census Tract 2707.01, Baltimore city, Maryland",Harford/Echodale,Maryland,Baltimore City,,,,,,,,,,,,,,,,,,297167.897,22058600,2613,599,0,1181,2590,626,1023,67,2394,113,96,15,1292,208,9,,,,,,,,,0,,,,0.241698846,0.025641026,0.9161883,0.043245312,2546,0.974358976,1,0,,,1,1,1,1,22058.59961,,,,13.47174835,,,,,,,,0,0,0
24510270702,"Census Tract 2707.02, Baltimore city, Maryland",Harford/Echodale,Maryland,Baltimore City,14424798.13,13867403.97,273567.7188,,,,,,,283826.4414,29838544.75,29838544.75,29350311.45,488233.2969,1773423.884,28065120.86,94.16345978,6040684.382,95329300,1831,377,396,487,1831,234,743,577,1200,22,36,20,543,255,58,,,8530,,,,,,1136,64000,6620.689453,1103.448242,0.127799019,0.315128356,0.655379593,0.012015292,1254,0.684871674,,0,,,1,0,1,,95329.29688,74116.94531,5.121545315,2386.842285,63.36650467,94.16345978,151.3154755,,,,,22.62599564,73623320,40209.35156,99089.25781
24510270703,"Census Tract 2707.03, Baltimore city, Maryland",Harford/Echodale,Maryland,Baltimore City,28989778.53,28238946.12,60000,,,,495518.875,,,195313.5313,51383501.86,51383501.86,49586736.5,1796765.367,1262146.416,50121355.45,120.0437317,3841936.6,224017300,2650,438,750,375,2650,217,849,1622,865,111,118,0,493,256,118,,,1875979,,,,,,3035,386833.3438,19669.49219,3278.248779,0.081886791,0.612075448,0.326415092,0.041886792,1028,0.387924522,,0,,,,0,,,224017.2969,66115.64844,8.020654678,1486.627075,17.15017891,120.0437317,129.4086609,,,,,4283.057129,131839024,49750.57422,155287.4219
24510270801,"Census Tract 2708.01, Baltimore city, Maryland",Loch Raven,Maryland,Baltimore City,21316067.93,21057985.18,,,258082.75,,,,,,48415130.44,48415130.44,47909522.94,505607.5,6537631.116,41877499.32,83.67538452,3741481.489,167342600,4330,1076,1083,490,4287,806,1486,465,3634,81,41,0,531,146,42,,,,,,,,,0,,,,0.18801026,0.107390299,0.839260995,0.018706698,3865,0.892609715,,0,,,1,1,1,1,167342.5938,44237.78516,3.02139163,4399.482422,22.35821342,83.67538452,127.3798141,,,,,,117640720,27168.75781,79166.03125
24510270802,"Census Tract 2708.02, Baltimore city, Maryland",Loch Raven,Maryland,Baltimore City,42925653.99,21853939.8,11318419,,,,9753295.188,,,,57762217.86,57762217.86,52424093.29,5338124.563,5719775.758,52042442.1,63.69067764,12264460.11,187722600,5775,1401,890,1304,5775,919,1820,234,5310,192,80,0,1384,206,39,,,8530,9720000,,,,,4310,570833.3125,,,0.159134194,0.04051948,0.919480503,0.033246752,5541,0.959480524,,0,,,1,1,1,1,187722.5938,58903.47656,28.43623924,3142.733887,65.33289337,63.69067764,228.6653595,51.77853012,,,,6.088508129,162844800,28198.23438,89475.16406
24510270803,"Census Tract 2708.03, Baltimore city, Maryland",Loch Raven,Maryland,Baltimore City,36405478.55,18976634.55,4129324,,,,13299520,,,,105398160.1,105398160.1,98883011.61,6515148.5,5990439.947,99407720.16,61.86964798,11127233.95,341413400,6950,1299,1078,1770,6779,956,2645,527,6156,51,0,0,1770,2816,179,,,73315,,425,261,,686,3005,500833.3438,16787.70898,2797.95166,0.141023755,0.075827338,0.88575542,0.007338129,6423,0.92417264,,0,,,1,1,1,1,341413.4063,91728.21094,19.08287239,2264.81665,32.59167099,61.86964798,106.6316605,,,0.38757062,0.259357274,56.43956757,240762960,34642.15234,91025.69531
24510270804,"Census Tract 2708.04, Baltimore city, Maryland",Chinquapin Park/Belvedere,Maryland,Baltimore City,23756743.77,22330457.95,595000,,610456.875,,,,,220828.9453,56251187.99,56251187.99,53732031.22,2519156.773,853859.2318,55397328.76,125.4325256,2345609.048,126145300,3148,658,606,828,3148,579,1234,1286,1506,278,68,14,910,164,63,,,,,166,367,,533,1183,152000,14476.19043,2412.698486,0.183926299,0.408513337,0.478398979,0.088310041,1862,0.591486633,,0,,,,0,,,126145.2969,88666.71875,19.97027969,691.9442749,18.5945034,125.4325256,188.3284149,,,0.585714281,0.431928694,,133741144,42484.48047,108380.1797
24510270805,"Census Tract 2708.05, Baltimore city, Maryland",Chinquapin Park/Belvedere,Maryland,Baltimore City,33974008.82,31199739.02,1890072.781,,594059.375,,,,,290137.6484,79270175.59,79270175.59,64875803.53,14394372.06,7622476.536,71647699.06,62.53256989,12072942.89,242088400,5299,1388,1333,661,5232,589,1835,469,4315,175,112,0,773,656,200,,,685468,,,2,,2,12291,1596666.625,47900,7983.333008,0.112576455,0.088507265,0.81430459,0.033025101,4830,0.911492705,,0,,,1,1,1,1,242088.4063,48669.01953,59.45915604,4153.937988,49.86997604,62.53256989,140.337204,,,0.002587322,0.001089918,493.8530273,178817744,33745.5625,97448.35938
24510270901,"Census Tract 2709.01, Baltimore city, Maryland",Northwood,Maryland,Baltimore City,17760220.65,17760220.65,,,,,,,,,35041226.6,35041226.6,35041226.6,0,4359275.796,30681950.8,67.51425934,1434968.472,150300400,4074,802,901,740,3988,421,1189,111,3834,81,61,0,801,232,22,,,,,,,,,250,41666.66797,,,0.105566703,0.02724595,0.941089809,0.01988218,3963,0.972754061,,0,,,1,1,1,1,150300.4063,38891.48438,0,3666.337891,9.547335625,67.51425934,118.1648178,,,,,,87842920,21561.83594,73879.66406
24510270902,"Census Tract 2709.02, Baltimore city, Maryland",Northwood,Maryland,Baltimore City,21604937.98,21604937.98,,,,,,,,,47899434.9,47899434.9,47775180.13,124254.7695,5849616.129,42049818.77,76.26228333,4748617.711,224037900,5567,950,1176,220,4073,366,1290,260,5033,67,0,0,220,369,26,,,39153,,,,,,298,49666.66797,,,0.089860052,0.046703789,0.90407759,0.012035208,5307,0.953296185,,0,,,1,1,1,1,224037.9063,40625.15234,0.554614961,4534.585938,21.1955986,76.26228333,96.43429565,,,,,41.21368408,117319000,21074.00781,90944.96094
24510270903,"Census Tract 2709.03, Baltimore city, Maryland",Northwood,Maryland,Baltimore City,23718923.7,23651646.47,,,,,,,,67277.22656,45356445.88,45356445.88,41966231.41,3390214.469,3934056.345,41422389.53,85.02902985,3360083.964,212379400,4644,656,686,547,2834,554,1128,475,3433,394,22,0,569,432,94,204663.75,,,,,,,,900,150000,9574.467773,1595.744629,0.195483416,0.102282517,0.739233434,0.084840655,4169,0.897717476,,0,,,1,0,1,1,212379.4063,61175.26563,15.96300983,3487.638672,15.82113838,85.02902985,111.6818466,,181.4394989,,,,111247160,23955.0293,98623.36719
24510271001,"Census Tract 2710.01, Baltimore city, Maryland",Greater Govans,Maryland,Baltimore City,5050483.812,4638763.697,196964.4766,,,,,,,214755.6382,4657844436,24180947.76,23596181.23,584766.5234,1027730.944,23153216.81,32.65951538,5448996,80147000,2387,604,359,478,2375,486,1076,45,2280,12,12,11,501,35,34,,,1435838,,,,,,794,132333.3281,,,0.204631582,0.018852117,0.95517385,0.005027231,2342,0.981147885,1,0,,,1,1,1,1,80147,65727.52344,7.296175003,955.1402588,67.98752594,32.65951538,63.01525879,,,,,2377.215332,54264248,22733.24219,50431.45703
24510271002,"Census Tract 2710.02, Baltimore city, Maryland",Greater Govans,Maryland,Baltimore City,15463375.85,12184467.75,2793401.289,,,,302369.75,183137.0625,,,38206122.18,38206122.18,35739631.47,2466490.715,3834440.459,34371681.72,36.29376984,7965200.477,174311200,4125,954,847,658,4114,1471,2202,117,3878,80,90,0,748,192,69,2509333.24,,,,,33,,33,495,82500,7173.913086,1195.652222,0.357559562,0.028363636,0.940121233,0.01939394,4008,0.971636355,1,1,1,,1,1,1,1,174311.2031,42195.55078,14.14992619,1741.344482,45.6952858,36.29376984,88.71131134,,1139.570068,0.044117648,0.014986376,,91918960,22283.38477,41743.39844
24510271101,"Census Tract 2711.01, Baltimore city, Maryland",North Baltimore/Guilford/Homeland,Maryland,Baltimore City,29473943.23,17319651.12,774248.25,,,,11380043.86,,,,41012390.37,41012390.37,38905695.87,2106694.5,1027680.983,39984709.39,133.2333679,51319242.09,147529900,1925,322,407,495,1869,512,692,955,745,20,16,0,511,800,57,,,,,70,,199,269,274,45666.66797,4807.017578,801.1696167,0.273943275,0.496103883,0.387012988,0.01038961,970,0.503896117,1,1,,,,0,,,147529.9063,95591.39063,14.27977943,1485.088135,347.8565369,133.2333679,199.7828369,,,0.526418805,0.388728321,,109392304,56827.17188,158081.3594
24510271102,"Census Tract 2711.02, Baltimore city, Maryland",North Baltimore/Guilford/Homeland,Maryland,Baltimore City,62212626.04,61667511.39,102479.1563,,,,,339402.3906,,103233.1016,99460245.49,99460245.49,98973476.77,486768.7188,810962.4387,98649283.05,165.7515869,109983827,294085400,4431,321,437,6,1179,35,35,2796,895,230,39,0,45,1784,77,,,12436,66576000,,,,,2926,427500,33311.6875,5551.948242,0.029686175,0.631008804,0.201986015,0.051907018,1635,0.368991196,,0,,,,0,,,294085.4063,226483.9219,1.655195117,23170.35547,373.9859924,165.7515869,211.5461121,226.3832092,,,,38.74143219,327237728,73851.89063,9349649
24510271200,"Census Tract 2712, Baltimore city, Maryland",North Baltimore/Guilford/Homeland,Maryland,Baltimore City,274305464.7,251163064.2,8674890.305,,6894064.5,163805.9219,4682394.25,775000,,1952245.52,1020307118,470802158.4,448392005.6,22410152.84,8560023.154,462242135.2,198.2163544,34126466.41,882389000,6406,1623,1984,354,6153,382,830,4692,962,169,40,0,394,1650,417,,,,,,,,,24531,3489166.75,50203.83594,8367.306641,0.062083535,0.732438326,0.150171712,0.026381517,1714,0.267561674,,0,,,,0,,,882389,226004.0313,25.39713478,10313.28125,38.67508316,198.2163544,310.8668213,,,,,,1193524224,186313.4844,1437981
24510271300,"Census Tract 2713, Baltimore city, Maryland",Greater Roland Park/Poplar Hill,Maryland,Baltimore City,119869138.4,83363189.9,857048.6875,,800000,,31324194.78,4129.32373,,3520575.68,196557939.2,196557939.2,189876097.3,6681841.914,668293.3137,195889645.9,200.792511,23961124.44,492218300,2877,592,754,438,2805,176,276,2310,230,48,0,0,438,1510,219,,,3430171,,,,,,14442,2023833.375,55447.48828,9241.248047,0.062745102,0.802919686,0.079944387,0.016684046,567,0.197080299,,0,,,,0,,,492218.3125,251825.0625,13.57495594,2421.352539,48.67987061,200.792511,243.5283966,,,,,5794.208008,509747808,177180.3281,1846912.375
24510271400,"Census Tract 2714, Baltimore city, Maryland",Greater Roland Park/Poplar Hill,Maryland,Baltimore City,114146171.9,112540242.7,546039.5938,,,,677336.0156,,,382553.5469,225414152.7,225414152.7,222527472.5,2886680.191,982523.0959,224431629.6,188.2372742,13960228.58,438468600,3927,822,1027,454,3497,341,543,2910,254,185,84,19,557,1047,235,,,,,,,,,15108,2180000,55659.57422,9276.595703,0.097512156,0.74102366,0.06468042,0.047109753,1017,0.25897631,,0,,,,0,,,438468.5938,216677.1875,6.583550453,1809.434814,31.83860588,188.2372742,260.3291931,,,,,,562102912,143138,1035180.313
24510271501,"Census Tract 2715.01, Baltimore city, Maryland",Mount Washington/Coldspring,Maryland,Baltimore City,106801453.1,101347161.8,2286965.707,,,,2104062.813,,,1063262.854,215155783.2,215155783.2,197591261.4,17564521.85,4034386.329,211121396.9,162.9650116,146692523,449035900,4119,1043,1111,656,4119,329,644,3150,510,175,65,0,721,3160,398,,,2146791,1048750,,,,,21407,2674333.25,40316.58203,6719.430176,0.079873756,0.764748752,0.12381646,0.042486042,969,0.235251278,,0,,,,0,,,449035.9063,177849.9219,39.11607361,6264.575195,326.6832886,162.9650116,237.8461304,2.335559368,,,,2058.284668,522765408,126915.6094,811747.5
24510271503,"Census Tract 2715.03, Baltimore city, Maryland",Greater Roland Park/Poplar Hill,Maryland,Baltimore City,876163.2266,876163.2266,,,,,,,,,28665839.34,28665839.34,962756.3047,27703083.03,1635117.875,27030721.46,70.97816467,2414575.034,54375200,922,64,559,84,922,42,150,830,38,21,7,0,91,1011,235,,,784683,,,,,,6067,824000,21038.29883,3506.383057,0.045553144,0.900216937,0.041214749,0.022776572,92,0.099783078,,0,,,,0,,,54375.19922,1722.283203,509.4801331,10900.78613,44.40581512,70.97816467,16.11328697,,,,,12260.67188,31295508,33943.06641,208636.7188
24510271600,"Census Tract 2716, Baltimore city, Maryland",Southern Park Heights,Maryland,Baltimore City,8378101.615,3640847.279,194004.8242,,,,4512737.375,,,30512.1377,33832652.77,33832652.77,24292895.51,9539757.266,14534373.39,19298279.39,38.22262573,13812897.1,89284600,4681,978,618,904,4590,1581,2787,102,4459,96,26,49,979,423,60,55000,1000000,8530,,47,48,,95,597,99500,9950,1658.333374,0.344444454,0.021790216,0.952574253,0.020508438,4579,0.978209794,1,1,1,,1,1,1,1,89284.60156,39308.89063,106.846611,5215.060547,154.7063751,38.22262573,93.83590698,,378.5432434,0.097037792,0.034086831,8.721881866,67567776,14434.47461,24243.91016
24510271700,"Census Tract 2717, Baltimore city, Maryland",Pimlico/Arlington/Hilltop,Maryland,Baltimore City,39770136.75,13186145.7,575996.2188,19738406,,1820,6267768.836,,,,41340644.31,41340644.31,32149326.17,9191318.148,3193051.907,38147592.41,42.80604553,35161799.76,207744400,4887,530,951,881,4561,853,1746,187,4645,10,152,0,1033,5444,85,,,96940,,111,,,111,1977,255333.3281,18023.5293,3003.921387,0.187020391,0.038264785,0.950480878,0.002046245,4700,0.961735189,,0,,,1,1,1,1,207744.4063,33805.8125,44.24339676,1828.781128,169.2550964,42.80604553,191.4378204,,,0.107454017,0.063573882,182.9056549,113359024,23196.03516,64924.98438
24510271801,"Census Tract 2718.01, Baltimore city, Maryland",Pimlico/Arlington/Hilltop,Maryland,Baltimore City,5133905.382,3742502.446,1063183.309,,81683.17188,81683.17188,,158045.2129,,6808.071289,34232886.32,34232886.32,14165167.7,20067718.62,1844829.9,32388056.42,31.65354538,19875795.27,85477500,3219,624,589,671,3213,1083,1515,58,2977,49,114,0,785,213,80,1190519,,8530,,253,83,,336,2855,328833.3438,24662.5,4110.416992,0.33706817,0.018018018,0.924821377,0.015222118,3161,0.981981993,1,1,1,,1,1,1,1,85477.5,24049.52148,234.7719421,1217.709473,232.5266266,31.65354538,60.06148148,,785.821106,0.428025484,0.221782178,13.66987133,54733864,17003.375,36127.96484
